accession_id	language	author	title	title_en	year	pages	description	subject_narrow	subject_broad	origin	bio_chrono	category	location	condition	registrar	donation_no	acquisition_date	donor	notes	source_pages
E-B-0117	en	שמיר משה		Ruben Hecht - vision and fulfillment	1955	259		No Image		Hadar publishing house		ביוגרפיה	ביוגרפיה S /		מרים פולין )מתוך קטלוג גדעון בוטש(					3657
E-B-0118	en	תורלבי אנתוני		A Students Guide to Kafka	1972	101		No Image		Heinemann Educational Books ,London		ביוגרפיה	ביוגרפיה T /		מרים פולין )מתוך קטלוג גדעון בוטש(					3779
E-B-0119	en	שטרן זלמה		The Court Jew	1950 / 5710	312	יהודי החצר -הרקע הפוליטי / היסטורי | A contribution to the history of the period of absolutism | in Central Europe	No Image		Thr jewish publication society of America ,Philade		היסטוריה יהודית	היסטוריה יהודית S /		מרים פולין )מתוך קטלוג גדעון בוטש(					3709
E-B-0120	en	שטביק ל .סוזן		Thinking to some purpose	1939	244		No Image		Penguin Books Limited ,England		חברה	חברה S /		מרים פולין )מתוך קטלוג גדעון בוטש(					3721
E-B-0121	en	שולדהס יורג		For Abel, the mark of Cain	1985	79	Der Maler Jörg Shimon Schulthess	No Image		Ziona Myriam Schuldhess Wettstein ,Patis Publikati		אמנות	אמנות S /		מרים פולין )מתוך קטלוג נילי דוידסון(					3734
E-B-0122	en	שטרן סוזן		Speaking out, Jewish Voices from united Germany	1995	270		No Image		Edition9 ,Chikago ,Berlin ,Tokio ,Moscow	לא סומן בקטלוג כמצוי בספריה	פרוזה	פרוזה S /		מרים פולין )מתוך קטלוג גדעון בוטש(			מרים פולין ,כפר ורדים		3738
E-B-0123	en	טרביס-טדסקו ג'ולי		An Orthodox Jewish Reminisces	1977	178		No Image		ohne Verlag ,Jerusalem		ביוגרפיה	ביוגרפיה T /		מרים פולין )מתוך קטלוג גדעון בוטש(					3794
E-B-0124	en	טורנובסקי-פינר מרגרטה		A Student's Friendship with Ernst Toller	1970	?		No Image		ohne Verlag ,London		ביוגרפיה	ביוגרפיה T /		מרים פולין )מתוך קטלוג גדעון בוטש(					3802
E-B-0125	en	טרגר חנה		Pioneers in Palestine	1923	208	סיפורים על אחת המשפחות הראשונות בפתח תקוה עם | הרבה תמונות .הקדמה מאת ישראל זנגוייל . | Stories of one of the first settlers in Petach Tikvah	No Image		Georg Routledge &Sons Verlag ,London		ארץ ישראל	ארץ ישראל T /		מרים פולין )מתוך קטלוג נילי דוידסון(					3804
E-B-0126	en	וקסברג יוסף		Looking for a blurbird	1947	197		No Image		Penguin Verlag ,New York		פרוזה	פרוזה W /		מרים פולין )מתוך קטלוג גדעון בוטש(					3903
E-B-0127	en	וקסלר ישראל ז.		A textbook of Clinical Neurology	1944	840	with an Introduktion to the History of Neurologie	No Image		W.S.Saunders Verlag ,Philadelphia / London		מדעי הרפואה	מדעים W /		מרים פולין )מתוך קטלוג גדעון בוטש(				"אקסליבריס :ד""ר ארתור שטרן | Exlibris: Dr. Arthur Stern"	3904
E-B-0128	en	צינק וולפגנג		Martin Buber 1878/1978	1978	118	בספר הרבה תמונות של בובר )גם כנער( ושל גדולי הדור. | Hrsg.: Zink Wolfgang	No Image		Inter Nationes Bonn-Bad-Godesberg		ביוגרפיות	ביוגרפיות B /		נילי דוידסון	2007.430		פרנציסקה גלס ,כפר סבא		3917
E-B-0129	en	ווהל לידי		Liddy's Journey , es told to June Shaw	2005	137	עם הרבה תמונות משפחתיות	No Image		iUniverse ,New York ,Lincoln ,Shanghai		ביוגרפיות / ארץ ישראל	ביוגרפיות W /		נילי דוידסון	2007.430		פרנציסקה גלס ,כפר סבא		3918
E-B-0130	en	וולפה ברטהולד		A Retrospective Survey	1980	?		No Image		Victoria & Albert Museum and Faber &Faber		אמנות	אמנות W /		נילי דוידסון				הקדשה :אל ישראל שילוני מאת המחבר | Widmung: An Yisrael Shiloni vom Verfasser	4091
E-B-0131	en	בריל ויליאמס		The great Houdini	1970	275	Williams Beryl & Epstein Samuel	No Image		Scholastic Book Services ,New York ,Toronto .Londo		ביוגרפיות	ביוגרפיהותW /		מרים פולין )מתוך קטלוג נילי דוידסון(					4098
E-B-0132	en	יאשק י .ריכרד		Juergen Jaschek - The story of my life	1996	?	ביוגרפיה באנגלית של המחבר ,שהיה בן-כיתתו | של אברהם דותן )דימה( | How a 12 year old german jewish boy survived the | german concentration camps	No Image		ohne Verlag	לא סומן בקטלוג במצוי בספריה	ביוגרפיה	ביוגרפיה Y /		מרים פולין )מתוך קטלוג נילי דוידסון(	2000.023		אברהם וטובה דותן ,רמת השרון	אקסליבריס :דותן )דומב( אברהם וטובה, | רמת תשרון | הקדשה :לאברהם וטובה מאת המחבר 1997 | )Exlibris: Abraham und Tova Dotan (Domb	4161
E-B-0133	en			Jews in Germany under Prussian Rule	1984	?	קטלוג לתערוכה באנגלית עם הרבה תמונות טובות	No Image				חברה	חברה J /		מרים פולין )מתוך קטלוג נילי דוידסון(					4277
E-B-0134	en			In Memoram Wilfried Berthold Israel	1943	7		No Image		West London Synagoue		חברה	חברה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4299
E-B-0135	en			Zionism - The Force of Change	1968	57		No Image		The world Zionist Organisation Jerusalem		ציונות	ציונות Z /		מרים פולין )מתוך קטלוג נילי דוידסון(					4345
E-B-0136	en			The Jubilee of the First Zionist Congress 1897 - 1947	1947	108		No Image		The Executive of the Zionist Organisation Jerusale		ציונות	ציונות Z /		מרים פולין )מתוך קטלוג נילי דוידסון(					4346
E-B-0137	en			Palestine Land of Israel	1948	?	Introduction by Pierre van Paassen	No Image		Ziff -Davis Publishing Company ,Chicago		ארץ ישראל	ארץ ישראל P /		מרים פולין )מתוך קטלוג נילי דוידסון(				אקסליבריס :ליזה סמואל | Exlibris: Lisa Samuel	4348
E-B-0138	en			Windmueller Family Chronicle	1981	?	הכרוניקה יצאה לאור לראשונה ב 1938-בגרמניה	No Image מהדורה 2		Windmill Press Associates ,Richmond ,Virginia	לא סומן בקטלוג כמצוי בספריה	ביוגרפיות	ביוגרפיות W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4367
E-B-0139	en			K.J.V. - World Address Book 1955 / 56			ספר כתובות של חברי ה K.J.V-באנגליה | K.J. V =Kartell Jüdischer Vereinigungen	No Image		K.J.V .in Great Brittan		חברה	חברה K /		מרים פולין )מתוך קטלוג נילי דוידסון(					4370
E-B-0140	en			The Hebrew University Jerusalem - Inauguration 1. April	1925	?	חוברת שיצאה לאור לרגל הפתיחה הרשמית של | האוניברסיטה העברית. | כתובה אנגלית ,ערבית ,עברית	No Image				חינוך	חינוך U /		מרים פולין )מתוך קטלוג נילי דוידסון(				"אקסליבריס :ד""ר מקס יונגמן / ראה תמונה | בG.B.0208- | Exlibris: Dr. Max Jungmann / siehe Abbildung in G.B.0208"	4375
E-B-0141	en			Report of the Work of the Commision sent out by the	1905- 5665	?	משתתפי המשלחת& Major A.St .Gibbons : | Alfred Kaiser &N.Wildbush | הדוח כתוב חציו אנגלית חציו גרמנית עם מפות ותמונות | to examine the Territory offered by H.M.Government to | the Organisation for the Purpose of a Jewish Settlement | in Brittish East Africa	No Image			לא סומן בקטלוג כמצוי בספריה	ציונות	ציונות R /		מרים פולין )מתוך קטלוג נילי דוידסון(				"אקסליבריס :ד""ר מקס יונגמן / ראה תמונה | בG.B.0208- | Exlibris: Dr. Max Jungmann / siehe Abbildung in G.B.0208"	4378
E-B-0142	en			Leonhard Adam, From The Spree To The Yarra	?	29	Aquarelles 1911 - 1955	No Image		?		אמנות	אמנות A /		מרים פולין )מתוך קטלוג נילי דוידסון(			בתו של האמןMary -Clare Adam:		4414
E-B-0143	en			Origins of Eretz - Israeli Sculpure 1906 - 1939	1990	105	חצי בעברית חצי באנגלית | תרומה של יעל ארנולד  -ברן | Hrsg.: The Herzliya Museum	No Image		The Herzl Museum		אמנות	אמנות S /		מרים פולין )מתוך קטלוג נילי דוידסון(	2000.074		יעל ארנולד-ברן ,לבית ברנקופף ,גרמניה		4420
E-B-0144	en			Felix Nussbaum	1990	496	Eva Berger & Inge Jaehner & Peter Junk & Karl Georg | Kaster & Manfred Heinz & Wendelin Zimmer	No Image		Rasch Verlag Bramsche		אומנות	אומנות N /		מרים פולין )מתוך קטלוג נילי דוידסון(	2001.092		שולמית יערי-נוסבאום ,באר טוביה	הקדשה :מאת משפ .יערי -נוסבאום לזכר בנם עודד | גב' שולמית יערי היא אחייניתו של הצייר | Widmung: von Familie Yaary-Nussbaum, zum Andenken an dem Sohn Oded. | Fr. Shulmit Yaary ist die Nichte des Malers.	4425
E-B-0145	en			Herzl, Hechler, the Grand Duke of Baden and the	1961	?	אוסף מכתבים בגרמנית בין האישים שמוזכרים בכותרת | לתמיכה רעייון הציונות. | הסיפור שמאחורי הספר מעניין מאד נכתב בעברית | בהקדמה. | Documents found by Hermann and Bessi Ellern | Reproduced in Facsimile	No Image		Printed in Israel		ציונות	ציונות H /		מרים פולין )מתוך קטלוג נילי דוידסון(				Exlibris: Ellern Foundatin Tel - Aviv	4426,4427
E-B-0146	en			From Bergen-Belsen to Freedom	1986	61	The Story of the Exchange of Jewish Inmates of Bergen- | Belsen with German Templars from | Palestine                                            A | Symposium in Memory of Dr. Haim Pazner | A Symposium in Memory of Dr. Haim Pazner	No Image		Yad Washem		היסטוריה יהודית	היסטוריה יהודית F /		מרים פולין )מתוך קטלוג נילי דוידסון(					4428,4429
E-B-0147	en			The Israel Museum 1978 News	1979	116	בין יתר המאמרים יש מאמר של אלישבע כהן על מוריס | אופנהיים	No Image		The Israel Museum ,Jerusalem		אומנות	אמנות M /		מרים פולין )מתוך קטלוג נילי דוידסון(					4453
E-B-0148	en			William Stern - Bibliographie	1971	27	compiled by Eva Michaelis - Stern	No Image		Jerusalem		מחקרים בסיפרות	מחקרים בסיפרות		מרים פולין )מתוך קטלוג נילי דוידסון(					4474
E-B-0149	en			List of the orginal etchings of E.M.Lilien	1922	79	preface by Dr.Edward Bing	No Image		Benjamin Harz , Berlin -Vienna		אומנות	אמנות L /		מרים פולין )מתוך קטלוג נילי דוידסון(					4476
E-B-0150	en			Integral Equation and Operator Theory	1981	301	Editor University I. Gohberg Tel - Aviv	No Image		Birkhäuser Verlag Basel		ביוגרפיה	ביוגרפיה T /		מרים פולין )מתוך קטלוג נילי דוידסון(					4493
E-B-0151	en		אדמה	Adamah	1998	22	"חוברת / קטלוג לסרט ""אדמה"" שמתאר את מפעלו של דר' | זיגפריד להמן בכפר הנוער בן-שמן. | הסרט נוצר ע""י כפר הנוער בן-שמן ,מופק ע""י פורום פילם | הע""מ תל אביב ב.1947- | בחוברת טקסטים באנגלית ותמונות מבן-שמן .בחוברת | ניתן לקרוא על הפקת הסרט ,הרעיון ,המוסיקה ועוד. | החוברת/קטלוג הופק ע""י קרן סטיב שפילברג ב.1998- | A vanished film"	No Image		steven Spielberg Jewish Film Archive1998		ארץ ישראל	ארץ ישראל A /		נילי דוידסון					4886,4887
E-B-0152	en			Review, Volume 1 - 2 - 3	1987	(1)206 (2)208 (3)221	Review of the Society for the History of Czecheslovak | Jews	No Image		Printed in the USA		קהילות	קהילות C /		מרים פולין )מתוך קטלוג נילי דוידסון(					4900
E-B-0153	en			Kultur - Chronik	1993	51	Theater-Literatur-Art u.s.w. | News and Views from the Federal Republik	No Image		?		חברה	חברה K /		מרים פולין )מתוך קטלוג נילי דוידסון(					4901
E-B-0154	en			Jewish Museum Berlin	?	221	Stories of an Exibition	No Image		Jewish Museum Berlin		היסטוריה יהודית	היסטוריה יהודית S /		מרים פולין )מתוך קטלוג נילי דוידסון(					4903
E-B-0155	en			The Sephardi Community of Amsterdam	?	12		No Image		?		קהילות	קהילות A /		מרים פולין )מתוך קטלוג נילי דוידסון					4960
E-B-0156	en	קוסטלר ארתור		Promise and Fulfilment, Palestine 1917 - 1949	1949	335		No Image		The Macmillan Company ,New York		ארץ ישראל	ארץ ישראל / דר' אריאל בן-נון / מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5010
E-B-0157	en	גרונוולד קורט		Industrialisation in the Middle East	1960	394	Grunwald Kurt & Ronall Joachim	No Image		Council for Middle Eastern Affairs Press New York		חברה / כלכלה	חברה		מרים פולין )מתוך קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5011
E-B-0158	en	פטרי אסנת		The lasting Joy that is Jerusalem	1982	64	עם ציורים של שמואל כץ	No Image		Carta Jerusalem		שירה	שירה		מרים פולין )מתוך קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5035
E-B-0159	en	ויינברג אברהם		Migration and Belonging - Study of Mental Health and	1961	402		No Image		Martinus Nijhoff / The Hague		מדעים / רפואה	מדעים		מרים פולין )מתוך קטלוג מרים פולין(	2001.137		בניה בן-נון ,הבן ,ירושלים		5037
