accession_id	accession_raw	artist	artist_en	work_title	work_title_en	item_type	item_type_en	technique	technique_en	description	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-F-0015-1	G.F. 0015 / 1	קרמר & הס						מקור ,העתק	Original, Copy	"גב' טובית שמשון מנהריה מסרה חלקים מעזבון הוריה, | ג'ני ) Jennyבארץ אמצה לעצמה את השם נעמי בו היא | משתמשת לעיתים רחוקות( לבית הס  Hessוד""ר מקס Max | קרמר ) Cramerרופא עיניים וצלם חובב(  ,יליד 1880 | בקרלסרואה  Karlsruheשהתישבו בנהריה במטרה | לעסוק בחקלאות ,היו מראשוני המתיישבים .החומר מתעד | את שתי המשפחות ,קרמר והס. | ההורים של ג'ני :דוד  Davidהס  Hessנפטר ב 1913 - | והנכן היא יוהנה  Johanna Hannchenילידת  1860 לבית | נוימרק Neumark | ההורים של מקס :היינריך Heinrich1847-1897 | והנריאטה  Henrietteלבית ליב Loeb | ג'ני קרמר אספה חומר ,חקרה וכתבה )בגרמנית( מספר | מחברות על תולדות המשפחה .צילומי המסמכים הרבים | בתוך העיזבון הם עדות לכך שהיא אספה את החומר | ממוסדות וארכיונים בגרמניה וכפי הנראה החלה בזה כבר | בתחילת שנות ה 20-למאה ה .20-הבת טובית זוכרת | שאמה בנסיעותיה לגרמניה המשיכה לאסוף חומר אותו | הביאה לארץ. | קטגוריות: | .1 המאה ה 19- | .2 המאה ה 20- | .3 צבא | .4 משפחה | .5 תעודות אישיות | .6 מסחר | .7 חינוך | .8 רפואה | .9 מנהגים | .10 שירה | .11 משפט | .12 קהילה"			No Image	"-שנת 1855 חשבונית שהוצאה ע""י כורך ספרים אל"	גרמניה				23 / 24.02.2003	1 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה	-מתוך המסמכים ניתן ללמוד שמקרי הנישואין בתוך המשפחה דהיינו בין קרובי משפחה היו תדירים. | -זיהוי השמות לא קל כי להרבה מבני המשפחה יש מספר שמות הם מופיעים לפעמים בשמם היהודי ולפעמים בשמם הגרמני .גם שמות המשפחה  -לפעמים נקראים האנשים על שם | הישוב ולפעמים בשם משפחה .השם קרמר נכתב לעיתים ב , 'C'-לפעמים ב.'K'-	45,46,47,48,49,50,51
G-F-0015-10	G.F. 0015 / 10	קרמר & הס						מקור ,העתק	Original, Copy	קטגוריות: | .1 אירגונים | .2 פלסתינה | .3 רפואה | .4 כלכלה | .5 כתיבה אישית  /חברתית			No Image	"-משנת 1910 מכתב מאירגון ""למען ציון"" אירגון עזרה של"	גרמניה				25.02.2003	10 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה		67,68
G-F-0015-11	G.F. 0015 / 11	קרמר & הס		תולדות משפחה -אילן יוחסין		כרטיסיות		מקור	Original	כרטיסיות לאסוף נתונים על בני משפחה עליהם רשמה | ג'ני קרמר את תוצאות מחקריה.			No Image	איסוף הנתונים על גבי הכרטיסיות:	גרמניה			תולדות משפחה	26.02.2003	11 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה		69,70
G-F-0015-12	G.F. 0015 / 12	קרמר & הס		מכתבים		מכתבים		מקור	Original	"מכתבים בגרמנית כרוכים למחברת. | ג'ני קרמר כותבת אל בעלה ששרת כרופא בצבא במלח""ע | .I"		1916	No Image	"המכתבים נכתבו מפברואר עד ספטמבר .1916 ד""ר מקס"	גרמניה			התכתבות	26.02.2003	12 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה		71,72
G-F-0015-13	G.F. 0015 / 13	קרמר & הס				כרטיסיות		מקור	Original	כרטיסיות אילן יוחסין של משפחת הס Hess | קטגוריות: | .1 תולדות משפחה | .2 תמונות | .3 משפחה | .4 קהילה			The file: {T:\backup\Tchelet_data\Rachel\GF0015 13.JPG} is missing	ג'ני קרמר ממלא כרטיסיות לכל בני משפחת הס ,משפחת	גרמניה				26.02.2003	13 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה	"בתיק זה ישנה הדפסה בגרמנית של מספר ""קוריוזים""."	73,74
G-F-0015-14	G.F. 0015 / 14	קרמר & הס		אלבום תמונות				מקור	Original	"ד""ר מקס קרמר היטיב לצלם ,זה היה הובי עבורו .בבית | הבת גב' טובית שמשון ישנם צילומים רבים שלו ,חלקם | הוצגו בתערוכה קטנה בשנת  2001 במועדון שוחרי תרבות | בנהריה."			No Image	"אלבום עם תמונות שצילם ד""ר מקס קרמר באיטליה"				אומנות ,תמונות	26.02.2003	14 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון		75,76
G-F-0015-15	G.F. 0015 / 15	קרמר & הס						מקור	Original	שני סיפרונים -ראה נושא מורחב			No Image	"סיפרון שיצא לאור לרגל חגיגות של ה""קרטל-צנטרל"""	גרמניה			אירגונים ,קהילה ,שירה	26.02.2003	15 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה		77,78
G-F-0015-16	G.F. 0015 / 16	קרמר & הס				כרטיסיות		מקור	Original	כרטיסיות אילן יוחסין של משפחת קרמר Cramer | קטגוריות: | .1 תולדות משפחה | .2 תמונות | .3 משפחה | .4 קהילה			The file: {T:\backup\Tchelet_data\Rachel\GF0015 16.JPG} is missing	ג'ני קרמר ממלאת כרטיסיות לכל בני משפחת קרמר,					26.02.2003	16 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה	מספר כרטיסיות מוצגות בתערוכת המוזיאון	79,80
G-F-0015-17	G.F. 0015 / 17	קרמר & הס		חקר לתולדות המשפחה				מקור	Original	מרבית החומר הוא התכתבות של ג'ני קרמר עם בני | המשפחה לקבלת מידע עבור המחקר שהיא עושה : | תולדות המשפחה. | קטגוריות: | .1 התכתבות | .2 תולדות המשפחה | .3 תמונות | .4 מוזיקה | .5 פלסתינה | .6 אירגונים | .7 קהילה | .8 חגים | .9 מסורת | .10 מנהגים | .11 שירה			No Image	-משנת 1927 בעקבות החיפושים אחרי קרובי משפחה					02.03.2003	17 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה		81,82,83,84
G-F-0015-18	G.F. 0015 / 18	קרמר & הס		תמונות				מקור	Original	8 תמונות גדולות של הסבים / סבתות של טובית שמשון | מצד האם ,ג'ני לבית הס. | קטגוריותף | .1 תמונות * משפחה | .2 ציונות *קרן קיימת | .3 אמנות *ציור דיוקן של איש זקן			No Image	תמונות:					נרשם ב 22.11.2011-		נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה		7112,7113
G-F-0015-2	G.F. 0015 / 2	קרמר & הס		מנוסקריפטים :הפרקסיס ,ההתיישבות בנהריה ,ספר חנוך				הדפסת מקור ,תרגום לעברית	Printing of Original, Transletion to Hebrew	.1 מנוסקריפט בגרמנית ,ההתיישבות בנהריה ,מודפס | .2 מנוסקריפט בעברית ,הפרקסיס של בעלי ,מודפס | .3 ספר חנוך ,גרמנית  -הדפסה | קטגוריות: | .1 כתיבה אישית  /חברתית | .2 עלייה | .3 פלסתינה | .4 ישראל | .5 נהריה | .6 חקלאות | .7 רפואה | .8 מלחמות ישראל  /מלחת השחרור  -השיירה ליחיעם			No Image	".1 מנוסקריפט מודפס בעברית ""הפראכסיס הערבי"	גרמניה				24.02.2003	2 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה		52,53
G-F-0015-3	G.F. 0015 / 3	קרמר & הס						מקור	Original	ספר )אבל( יזכור לזכרו של דוד הס | קטגוריות: | .1 מנהגים | .2 מסורת			The file: {T:\backup\Tchelet_data\Rachel\GF0015 3.JPG} is missing	"ספר ""יזכור"" מפואר לזכרו של דוד הס ,אביה של ג'ני"	גרמניה				24.02.2003	3 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה		54,55
G-F-0015-4	G.F. 0015 / 4	קרמר & הס				מכתבים		מקור	Original	התכתבות בגרמנית			No Image	מכתבי ההתכתבות בין דוד הס לבחירת ליבו יוהנה	גרמניה			התכתבות	24.02.2003	4 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה	קומץ מכתבים מוצגים בתערוכת המוזיאון	56,57
G-F-0015-5	G.F. 0015 / 5	קרמר & הס						מקור	Original	מכתבים משולחים שונים | קטגוריות: | .1 התכתבות | .2 חגים | .3 מנהגים | .4 תמונות			No Image	-משנת 1889 ילד בשם היטס Hitesבן 6 כותב מספר	גרמניה				24.02.2003	5 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה		58,59,60
G-F-0015-6	G.F. 0015 / 6	קרמר & הס				"ספרי זכרונות ,תעודות בי""ס"		מקור	Original	קטגוריות: | .1 כתיבה אישית  /חברתית | .2 מנהגים | .3 חינוך			No Image	-שלושה ספרי זכרונות של 3 דורות במשפחה:	גרמניה				25.02.2003	6 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה		152,153
G-F-0015-7	G.F. 0015 / 7	קרמר & הס		ספר אבותי Mein Ahnenbuch		מחברת		מקור ,הדפסה ,תרגום מתומצת לעברית	Original, Printing, Summarization to Hebrew	ג'ני קרמר עסקה בחקר משפחתה המורחבת לאורך שנים | ומלאה מספר מחברות בכתב ידה בשפה הגרמנית .ראה | התיחסות בG.F. 0015 /1- | כתביה ,מעבר למחקר המשפחתי ,הם מלמדים הרבה על | חיי הקהילות היהודיות בגרמניה לתהפוכותיה .מסורת, | מנהגים ,כלכלה ,חינוך ,חיי משפחה וקהילה, | האינטראקציה עם הסביבה הנוצרית ,המגבלות ,החובות, | הזכויות ועוד .ג'ני מדביקה במחברות תמונות רבות של בני | המשפחה המורחבת לדורותיה תמונות של רחובות ,בתים, | ופרסומים. | העושר הויזואלי מוסיף עניין וסקרנות ומקנה יותר הבנה | לתקופה שהיתה ואיננה עוד. | התמונות הרבות של גברים נשים וטף הם אוצר | בלום לשוחרי אופנה ונוסטלגיה.			The file: {T:\backup\Tchelet_data\Rachel\GF0015 7.JPG} is missing	מחברת עבה כתובה גרמנית בכתב ידה של ג'ני קרמר	גרמניה			תולדות משפחה	25.02.2003	7 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה.	"המחברת מוצגת בתערוכת המוזיאון. | המחברת עברה סריקה ממוחשבת למטרת הדפסה בשפת המקור ,גרמנית. | החומר הודפס ע""י גב' קרלה וולף ינואר 2003"	61,62
G-F-0015-8	G.F. 0015 / 8	קרמר & הס		הסיפור של משפחת הס מאופהאוזן מאת ג'ני קרמר		מחברת		מקור ,הדפסה	Original, Printing	מחברת זאת מוקדשת לחקר משפחת הס מאופהאוזן | Hess Aufhausen			The file: {T:\backup\Tchelet_data\Rachel\GF0015 8.JPG} is missing	כותרת המחברת Geschichte der Familie Hess von	גרמניה			תולדות משפחה	25.02.2003	8 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה	"המחברת עברה סריקה ממוחשבת למטרת הדפסה בשפת המקור ,גרמנית. | החומר הודפס ע""י גב' קרלה וולף  +גב' מרים פולין ,יולי  /אוגוסט 2003"	63,64
G-F-0015-9	G.F. 0015 / 9	קרמר & הס		ספרה של הנכן כתבה ג'ני קרמר ,נהריה		מחברת +הדפסה		מקור ,הדפסה	Original, Printing	מחברת זאת מוקדשת להנכן היא יוהנה הס לבית נוימרק | אמה של ג'ני. | Hannchen ,Johanna Hess geb .Neumark			The file: {T:\backup\Tchelet_data\Rachel\GF0015 9.JPG} is missing	כותרת המחברת Das Hannchen-Buchהספר של הנכן.	גרמניה			תולדות משפחה	25.02.2003	9 מתוך 17	נילי דוידסון		2001.103		טובית וחנן שמשון ,נהריה	"המחברת הודפסה ע""י גב' מרים פולין ,התמונות נסרקו והוספו לטקסט ,דצמבר .2003"	65,66
G-F-0016	G.F.0016	קאן ברטולד 1874-1942	Kahn Bertold 1874-1942			דפים מודפסים בגרמנית		העתק	Copy	אלישבע לרנאו בתו של ברטולד קאן שלחה בשנת 1999 | חומר על אביה שהיה עורך דין. | כתובתה של גב' לרנאו היה ב:1999- | מגדלי הים התיכון ,בת-ים .59303 | מתוך החומר ששלחה נגזרות הקטגוריות הבאות: | קטגוריות: | .1 תולדות משפחה | .2 משפחה | .3 מקצועות חופשיים | .4 קהילה | .5 הרייך השלישי | .6 הגירה | .7 תמונות	11 דפים		No Image	-מתוך ספר שיצא בגרמניה בJüdische 1995-	גרמניה				03.03.2003	1 מתוך 1	נילי דוידסון		אין		הבת ,אלישבע לרנאו ,בת-ים		85,86
G-F-0017-1	G.F. 0017 / 1	קלנבך סימון	Kallenbach Simon					מקור	Original	"סימון קלנבך Simon Kallenbachיליד ,1876 רוס ,Russ | רופא .נשא לאישה את טקלה לבית הרמר | Thekla Hermerילידת  1897 בפולנגן  .Polangenנשאו ב- | 1927 בממל .Memel | ברייך השלישי המשפחה הגרה לאנגליה. | קטגוריות: | .1 משפחה | .2 רפואה | .3 צבא | .4 מלח""ע I | .5 הרייך השלישי | .6 אנטישמיות | .7 אירגונים | .8 פוליטיקה | .9 משפט | .10 פרסומים | .11 כתיבה אישית  /חברתית | .12 ציונות | .13 הגירה | .14 התכתבות | .15 מעטפות דואר"			The file: {T:\backup\Tchelet_data\Rachel\GF0017 1.JPG} is missing	-ספר משפחה Familienbuch	גרמניה ,לטביה ,אנגליה				06.03.2003	1 מתוך 2	נילי דוידסון		אין		אוסף ישראל שילוני	תיק ארכיון מס , G.F.0153 .הרמן קלנבך | Hermann Kallenbachאחיו של סימון קלנבך שנפטר ביוהנסבורג	87,88,89,90,91,92
G-F-0017-2	G.F. 0017 / 2	קלנבך סימון	Kallenbach Simon					מקור	Original	"קטגוריות: | .1 גלויות | .2 ספורט | .3 מחנות | .4 מלח""ע II | .5 מנהגים | .6 ספרות"			No Image	"-משנת 1927 ברכה לאירוסין של ד""ר סימון קלנבך"					06.03.2003	2 מתוך 2	נילי דוידסון		אין		אוסף ישראל שילוני		93,94
G-F-0018	G.F.0018	קאופמן-קדמון לאו	Kaufmann-Kadmon Leo										No Image										אין		אוסף ישראל שילוני		95
G-F-0019	G.F.0019	רדליך	Redlich										No Image										אין		אוסף ישראל שילוני		96
G-F-0020	G.F.0020	רילף יצחק								"ד""ר יצחק רילף 1831-1902 | קטגוריות: | .1 עזרה הדדית *העשייה של יצחק רילף למען יהודים | נרדפים. | .2 פירסומים *ראה ירחון ממל. | .3 יהדות *הצלת ספר תורה וקבורתו. | .4 ציונות *ראה מאמר  150 שנה להולדת יצחק רילף."			No Image	"-קטע מודפס מתוך ספרו של ד""ר יצחק רילף Drei Tage"					נרשם ב 29.06.2010-		נילי דוידסון		אין		אוסף ישראל שילוני		204,205
