accession_id	accession_raw	artist	artist_en	work_title	work_title_en	item_type	item_type_en	technique	technique_en	description	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-F-0390-1	G.F. 0390 / 1	גרוסמן הדויג & להמן רודולף )רודי(		רודי להמן חומרים ביוגרפיים & רודי להמן מסמכים,				מקור ,העתק	Original, Copy	"גב' הלגה קלר מנהלת עיזבונם של רודי להמן והדויג | גרוסמן ,מיינה את העיזבון לנושאים ולמעטפות עם | כתוביות .כמו כן רשמה קטלוג ,אנגלית ,לכל החומר. | המעטפות הריקות עם הכתוביות צורפו לתיקי הארכיון | התואמים. | רודי להמן  ,1903-1977 יליד ברלין .את זוגתו ,הדויג | גרוסמן ,הכיר בשנות ה 20-למאה ה 20-בעת לימודיו | בביה""ס העירוני לאמנות בברלין. | ב 1933-עלו יחד לשראל. | קטגוריות: | .1 אמנות *רשימת עבודות רודי להמן | .2 קורות חיים *רודי להמן | .3 מנהגים *הורוסקופ רודי להמן | .4 תעודות אישיות * ת .לידה *אישור אימוץ"		-תעודת סיום מפוארת לשוליה רודי על לימודיו	No Image	מעטפה ,1Rמצורפת ב מעל המסמכים.					נרשם ב 08.11.2009 & 30.08.2009-	כרטיס 1 מתוך 33	נילי דוידסון		2009.578		הלגה קלר ,הרצליה ,ממונה על עיזבון האמנים ,כתבה:	"תכני המעטפות 1 R +2 R +3Rכפי שמויינו ע""י הלגה קלר | עפ""י הקטלוג של הלגה קלר החומר בתיק: | 1R 1 -1R3 | 2R 1 -2R3 | 3R1"	6034,6035,6036,6037,6038,6039
G-F-0390-11	G.F. 0390 / 11	גרוסמן הדויג & להמן רודולף )רודי(		עיצובים גיאומטריים לפסלים 24R2				מקור	Original	קטגוריות: | .1 אמנות *פיסול			No Image	עיצובים גאומטריים לפסלים.					נרשם ב 24.02.2010-	כרטיס 11 מתוך 33	נילי דוידסון		2009.578		הלגה קלר ,הרצליה ,ממונה על עיזבון האמנים ,כתבה:	"עפ""י הקטלוג של הלגה קלר התיק מכיל את החומר 24R2 :"	6440
G-F-0390-12	G.F. 0390 / 12	גרוסמן הדויג & להמן רודולף )רודי(		רישומים קטנים של רודי להמן				מקור	Original	קטגוריות: | .1 אמנות *ציור  /רישום			No Image	רישומים קטנים של רודי להמן.					נרשםב 24.02.2010-	כרטיס 12 מתוך 33	נילי דוידסון		2009.578		הלגה קלר ,הרצליה ,ממונה על עיזבון האמנים ,כתבה:	לתיק זה אין קטלוג מספרי בקטלוג של הלגה קלר	6441
G-F-0390-14	G.F. 0390 / 14	גרוסמן הדויג & להמן רודולף )רודי(		הדויג גרוסמן -מסמכים 2H 1921-1933 -				מקור ,העתק	Original, Copy	בתיק הרבה מסמכים ,שמתייחסים לאישיותה ועבודתה | של האמנית הדויג גרוסמן .הרבה שבחים על עבודתה עם | ילדים ונוער בעלי התנהגות חריגה על כך שהצליחה | לרתום אותם לעבודת הקדרות ,שהשפיע עליהם לטובה | במישורים כמו :מיומנות ידיים ,פיתוח טעם טוב ,כושר | ריכוז ,התמדה והתקדמות לקראת המטרה הסופית .אם | לסכם לעבודת הילדים עם הדויג בקדרות היתה השפעה | פיזית ונפשית טובה. | קטגוריות: | .1 תעודות אישיות *מבית הספר פסטלוצי | .2 ביוגרפיה | .3 חינוך *כיתות מונטסורי ,מכתבי הערכה והמלצה להדויג | .4 תעודות אישיות *בתי ספר * אזרחות			No Image	2 -העתקים ,תעודת הלידה של הדויג ילידת 1902 בברלין					נרשם ב 10 / 11.03.2010-	כרטיס 14 מתוך 33	נילי דוידסון		2009.578		הלגה קלר ,הרצליה ,ממונה על עיזבון האמנים ,כתבה:	"עפ""י הקטלוג של הלגה קלר התיק מכיל את החומר 2H1-2H21 :"	6449,6450,6451,6452
G-F-0390-27	G.F. 0390 / 27	גרוסמן הדויג & להמן רודולף )רודי(		הדויג גרוסמן מסמכים וכתיבה על העבודה 1933-1973	12H			מקור ,העתק	Original, Copy	קטגוריות: | .1 חינוך *באמצעות קדרות | .2 תעשיה *קרמיקה ברמלה			No Image	-הדויג כותבת על עבודתה עם ילדים ,צילום של תמונות					נרשם ב 01.07.2010 & 30.06.2010-	כרטיס 27 מתוך 33	נילי דוידסון		2009.578		הלגה קלר ,הרצליה ,ממונה על עיזבון האמנים ,כתבה:	"עפ""י הקטלוג של הלגה קלר התיק מכיל את החומר 12H 1 -12H15 :"	6678,6679,6680
G-F-0390-30	G.F. 0390 / 30	גרוסמן הדויג & להמן רודולף )רודי(		הדויג :ציורים אחרונים 22H 1980-1991				מקור	Original	קטגוריות: | .1 אמנות *ציור			No Image						נרשם ב 19.07.2010-	כרטיס 30 מתוך 33	נילי דוידסון		2009.578		הלגה קלר ,הרצליה ,ממונה על עיזבון האמנים ,כתבה:	"עפ""י הקטלוג של הלגה קלר התיק מכיל את החומר 22H :"	6720
G-F-0390-5	G.F. 0390 / 5	גרוסמן הדויג & להמן רודולף )רודי(		תלמידים כותבים על רודי להמן R 14A+B						קטגוריות: | .1 אמנות | .2 חינוך | .3 הנצחה			No Image	תלמידיו של רודי להמן כותבים ,עברית & אנגלית ,על					נרשם ב 18.02.2010-	כרטיס 5 מתוך	נילי דוידסון		2009.578		הלגה קלר ,הרצליה ,ממונה על עיזבון האמנים ,כתבה:	"עפ""י הקטלוג של הלגה קלר התיק מכיל את: | R14 A +R14B"	6428,6429
G-F-0390-7	G.F. 0390 / 7	גרוסמן הדויג & להמן רודולף )רודי(		התכתבות עם עיריית גבעתיים בנושא המכון לאמנות						קטגוריות: | .1 חינוך | .2 אמנות | .3 פעילות תרבותית			No Image	התכתבות ענפה עם עיריית גבעתיים ומוסדות אחרים					נרשם ב 18.02.2010-	כרטיס 7 מתוך	נילי דוידסון		2009.578		הלגה קלר ,הרצליה ,ממונה על עיזבון האמנים ,כתבה:	"עפ""י הקטלוג של הלגה קלר התיק מכיל את החומר 15 RH +15RH1 :"	6434,6435
G-F-0391-1	G.F. 0391 / 1	שטיינהרדט מיני & יעקב		עזבון מיני שטיינהרדט				מקור ,העתק ,הדפסה ,תרגום לעברית	Original, Copy, Translation to Hebrew	"החומר הארכיוני נאסף מביתה של הבת ,יוספה בראון | לבית שטיינהרדט ילידת ברלין ,1923 ,אשר מסרה בע""פ | מידע נוסף על המשפחה. | מיני שטיינהרדט  Minni Steinhardt ,1895-1977 לבית | גומפרט  Gumpertילידת ברלין ,רעיתו של האמן יעקב | שטיינהרדט. | הוריה :האב דר' עלי אליאס גומפרט ,רופא כללי .האם | אליזה  Eliseגומפרט לבית אברהם. | האח הצעיר )לימים רופא( מרטין גומפרט ,1897-1947 ,ב- | 1937 הגר לארה""ב. | מיני היתה אחות במלח""ע  .Iבצעירותה למדה שירה ונהגה | לשיר במקהלות בתי כנסת וכנסיות .בארץ המשיכה | בלימוד השירה בין היתר אצל יוסף טל ,ידיד המשפחה. | יעקב ומיני שטיינהרדט עלו לארץ יחד עם בתם יוספה ב- | .1933 יעקב שטיינהרדט נעצר בגרמניה בפברואר 1933 | ע""י הגסטפו בחשד לפעילות קומוניסטית .האמן המוכר | והמוערך שוחרר באותו יום בידי פקיד גסטפו שהכירו וידע | שאין שחר להאשמתו בקומוניזם .אחרי  5 ימים עזבה | המשפחה את גרמניה ,דרך יוגוסלביה לארץ ישראל. | שורשי משפחת שטיינהרדט בעיירה צרקוב  Zerkowבאיזור | פוזן .בארץ התגוררה המשפחה ראשית אצל משפ .היינריך | קון בתל אביב ,מאוחר יותר שכרו את ביתו של בוריס שץ | בירושלים. | ב 1945-בנו בית קיץ בנהריה )היום נקרא הרחוב רח' | שטיינהרט( ,שם גרו בעת ביקורם בנהריה .מקום המגורים | הקבוע היה בירושלים .אחרי מותו של יעקב ב,1968- | עברה מיני לצמיתות לנהריה. | יעקב שטיינהרדט ,עם עלייתו לארץ ,היה אמור להיות | מנהלה של בצלאל אך יעקב בודקו קיבל את המשרה .רק | בשנות ה 50-קיבל יעקב שטיינהרדט את הנהלת בצלאל. | ,1924-2008         יוספה נישאה לעלי בראון )לדיסלאב( | יליד ברטיסלבה ,סלובקיה ,עלה לארץ ב.1941- | קטגוריות: | .1 כתיבה אישית * יומנים * זכרונות"			No Image	מיני שטיינהרדט כתבה יום יום ביומנה .היא כתבה					נרשם ב 05.07.2009-	כרטיס 1 מתוך 13	נילי דוידסון		2009.581 & 2009.565		יוספה בראון ,הבת ,נהריה	"בתיק G.F.0056 ניתן לראות חומר מעיזבון ד""ר מרטין גומפרט .Dr .Martin Gumpert | בבית ליברמן מצוי עיזבונו של עלי בראון שהיה ארכיאולוג חובב ואספן בעיקר חומרים על ישראל בכלל ונהריה והגליל בפרט."	5945,5946,5947,5948
G-F-0391-3	G.F. 0391 / 3	שטיינהרדט מיני & יעקב		מכתבים אל ומאת מיני ויעקב שטיינהרדט				מקור ,העתק	Original, Copy	"קטגוריות: | .1 התכתבות *מכתבו של ד""ר קוגלמן מעניין מאד | מבחינה יהודית-היסטורית | .2 הרייך השלישי | .3 ישראל | .4 שירה *ראה שיר מאת אלברט פופר ליעקב שטיינהרדט"			No Image	-קבלות על תשלום לטיפול בקברי ההורים של מיני ,אליזה					נרשם ב 14.10.2009 & 22.09.2009-	כרטיס 3 מתוך 13	נילי דוידסון		2009.581 & 2009.565		יוספה בראון ,הבת ,נהריה		6076,6077,6078,6079,6080,6081
G-F-0392	G.F.0392	הילדסהיים משה	Hildesheim Moshe	חייל יהודי המלחמת עולם I				מקור ,העתק	Original, Copy	"משה הילדסהיים 1896-1916 נולד בהמבורג .ב 1914-עם | פרוץ מלח""ע  ,Iהתנדב לצבא והוא בן  ,18 אך נדחה בגלל | צעירותו .עד להתחיילותו ההתנדבותית הסופית ביוני 1916 | התנדב לעבודות סוציאליות למיניהן במגזר האזרחי .אחיו | של משה ,דוד ,קרה לבנו משה )ראה תורם העיזבון( ע""ש | אחיו שנפל באוקטובר .1916 | מתוך חומרי העיזבון ניתן ללמוד שמשה הילדסהיים היה | פטריוט גרמני ,איש ערכים ואידיאלים ,שראה את עצמו | מחויב למולדתו ,לקיסר ולעמו )גרמניה( .בשנת התחיילותו | 1916 נפצע בשדה הקרב בראשו מירי של צלף ומת יומיים | לאחר מכן .בן האח מציין בכתב שדודו למד 1-2 | סמסטרים בסמינר לרבנים בברלין. | קטגוריות: | .1 מלח""ע I | .2 צבא | .3 הנצחה *הספדים | .4 מכתבים | .5 תמונות | .6 תעודות אישיות"			No Image	התורם ,משה הילדסהיים ,בן אחיו,דוד ,של החייל משה					נרשם ב 01.11.2009-		נילי דוידסון		2009.584		משה הילדסהיים ,ראשון לציון		6122,6123,6124,6125
G-F-0394	G.F.0394	אפנשטיין -נייסר	Eppenstein - Neisser	"ספר ""תולדות משפחת אפשטיין - -נייסר"""						בספר תצלומי תמונות משפחתיות ומסמכים. | קטגוריות: | .1 תולדות משפחה	89	2009	No Image						נרשם ב 18.11.2009-		נילי דוידסון		2009.590		"ד""ר שולמית בר-שני לבית אפנשטיין ,סביון"		6206
G-F-0397	G.F.0397	בג פרידל	Bagg Friedel	תצלומי תמונות				העתק	Copy	"שלשה תצלומי תמונות עם הסברים לתמונות. | קטגוריות: | .1 תמונות | .2 חינוך *בי""ס דתי אורתודוכסי | .3 תנועות נוער *קדימה | .4 הרייך השלישי"			No Image	-שלושה תצלומי תמונות של ילדים / תלמידים יהודים					נרשם ב 03.01.2010-		נילי דוידסון		2010.602		פרידל בג ,תל אביב )באמצעות בלה גלעדי(		6302,6303
G-F-0400	G.F.0400	שטראוס יונתן	Strauss Jonathan	"ספר ""יונתן"""						חנה שטראוס ,רעייתו של יונתן שטראוס הוציאה לאור את | הספר במקום מגוריהם ,גבעת ברנר. | קטגוריות: | .1 ביוגרפיות | .2 קורות משפחה | .3 עלית הנוער | .4 נוער | .5 פלשתינה *המנדט הבריטי | .6 צבא | .7 מלחמות ישראל | .8 פרעות בישוב בארץ | .9 התיישבות *קיבוץ איילת החר & גבעת ברנר | .10 תעשייה *מפעל רימון *תינוקיו			No Image	הספר מבוסס על מכתבים מסוף שנות ה 30-ושנות ה 40-					נרשם ב 03.02.2010-		נילי דוידסון		2010.609		חנה שטראוס ,רעיתו של יוחנן שטראוס ,גבעת ברנר		6381,6382
G-F-0405	G.F.0405	ברונר אדולף )דולפי(	)Brunner Adolf (Dolfi	זיכרונות				מקור ,העתק	Original, Copy	"קטגוריות: | .1 תנועות נוער *מכבי הצעיר | .2 הכשרה | .3 הגירה *בספר ""דולפי תעשה משהו"" | .4 עליה *בספר ""דולפי תעשה משהו"" | .5 רפואה *ד""ר אדולף ברונר | .6 פלשתינה"			No Image	"-ספר בעברית ""דולפי ,תעשה משהו"" -סיפורי חיים של"	אוסטריה				נרשם ב 13.06.2010-		נילי דוידסון		2010.622		יואב בר-נר ,הבן ,הרצליה ,באמצעות ארגון יוצאי מרכז		6552,6553,6554
G-F-0409	G.F.0409	ורטהאם המשפחה	Wertham Family	ספר ,תולדות משפחת ורטהאן ,Werthanאנגלית				מקור	Original	אלן סטפק ,בת המשפחה ,כתבה את קורות המשפחה | באנגלית. | משפחת ורטהאן מגרמניה מהערים: | מרוטנבורג על הפולדה Rotenburg an der Fulda | הסה  ; Hesseקאסל Kassel | קטגוריות: | .1 ביוגרפיות | .2 קורות משפחה | .3 היסטוריה יהודית			No Image						נרשם ב 06.07.2010-		נילי דוידסון		2010.635		אלן סטפק ,בת למשפחת ורטהאן ,רמת גן		6684
G-F-0410	G.F.0410	למברג-שק-אופק	Lamberg-Scheck-Ofek	"חוברת בעברית ""זיכרון מתוק מארץ המלח"" עם קורות"				מקור	Original	רותי אופק לבית למברג ,Lambergילידת זלצבורג,1950 , | כתבה את קורות/תולדות המשפחה עבור ילדיה לרגל טיול | שורשים בזאלצקמרגוט ,אוסטריה. | ההורים של רותי פאול למברג ופאולה/פאולי לבית שק.			No Image						נרשם ב 11.08.2010-	כרטיס 1 מתוך 1	נילי דוידסון		2010.640		רותי אופק לבית למברג ,מנהלת המוזיאון ,יובלים		6757,6758
G-F-0412	G.F.0412	אטרמן יונה	Attermann Jona	ספר / קורות חיים בעברית						"יונה אטרמן יליד ברלין ,1923 עלה לארץ ב .1938-תחילה | חי בגבעת ברנר אך את מרבית חייו בקיבוץ גשר .הנ""ל | מתאר בספרו את משפחתו ,משפחת רעייתו ,משפ. | פלנצגרבן מוינה .חלקו הגדול של הספר מספר את | הסיפור בארץ ישראל. | בספר הרבה תמונות משפחה מחו""ל ומהארץ. | הוריו ,משפ .אטרמן היגרו מגרמניה לשנחאי והגיעו ב- | 1950 לישראל."	70	2010	No Image		הוצאה לאור -אלבום פלוס			ביוגרפיות	נרשם ב 20.10.2010-		נילי דוידסון		2010.652		יונה אטרמן ,קיבוץ גשר		6799,6800
G-F-0414	G.F.0414	פופר אלפרד & הלנה		שחזור המשפחה על פי מסמכי העיזבון						"משפחת אלפרד & הלנה פופר Popperמקורה באוסטריה. | הם גרו בבת גלים ,חיפה. | השניים הגיעו לארץ ב ,1940-שניהם ניצולים של האוניה | ""פטריה"" ,היו עצורים בעתלית. | לאלפרד והלנה לא היו ילדים. | קטגוריות: | .1 קורות משפחה"			No Image	*אלפרד פופר Alfred Popperיליד .1889 אלפרד היה					נרשם ב 25.10.2010-	כרטיס 1 מתוך 4	נילי דוידסון		2010.653		רחל לזר ,רשמת המוזיאון ,מהצריף בנהריה שהועבר לתפן	העיזבון נמצא בצריף של משפחת פיסקר מאחר ויעל / ליזל פיסקר )רעייתו של פאול פיסקר( היתה האחיינית של הלנה פופר לבית שילר .לאלפרד & הלנה פופר לא היו ילדים והם רשמו | בצוואתם את האחייניות יעל ועדה לבית שילר. | יעל לימים פיסקר העבירה ככל הנראה את העיזבון שלהם לביתה בנהריה.	6805,6806
G-F-0414-1	G.F. 0414 / 1	פופר אלפרד & הלנה		"מלח""ע ,IIעליה ,שואה"				מקור ,הדפסה	Original, Printing	"רשימה של ההקשרים המשפחתיים"" ,שחזור משפחה"", | ראה גם כרטיס G.F.0414 | קטגוריות: | .1 התכתבות *עם סיום מל""ע II | .2 עליה *על האוניה ""פטריה"" | .3 פלשתינה | .4 שואה *מחפשים קרובי משפחה | .5 הגירה *אוטו מיסלפ מפראג לדרא""פ | .6 מלחמות ישראל *מלחמת השחרור"			No Image	-התכתבות בין אלפרד והלנה פופר ,חיפה ,לבין אוטו					נרשם ב 31.10.2010 & 2010 .27.10-	כרטיס 2 מתוך 4	נילי דוידסון		2010.653		רחל לזר ,רשמת המוזיאון ,מהצריף בנהריה שהועבר לתפן		6807,6808,6809,6810
G-F-0414-3	G.F. 0414 / 3	פופר אלפרד & הלנה		התכתבות להחזר רכוש ,שילומים ופנסיה				מקור ,העתק	Original, Copy	"קטגוריות: | .1 אנטישמיות | .2 שואה | .3 מלח""ע II"			No Image	מסוף שנות ה 40-ועד שנות ה 70-למאה ה 20-מנהלת					נרשם ב 31.10.2010-	כרטיס 4 מתוך 4	נילי דוידסון		2010.653		רחל לזר ,רשמת המוזיאון ,מהצריף בנהריה שהועבר לתפן		6815,6816
G-F-0419	G.F.0419	קלוגר אלכסנדר	Kluger Alexander	ספר Alexander Kluger Foundryman						הספר / אלבום מתעד בעיקר בתמונות את אלכסנדר קלוגר | מחלוצי תעשיות הפלדה בארץ ,את משפחתו ואת פועלו. | קטגוריות: | .1 ביוגרפיה | .2 תולדות משפחה | .3 תעשייה	32	2007	No Image						נרשם ב 08.02.2011-		נילי דוידסון		2011.666		אלכסנדר קלוגר ,חיפה		6894,6895
G-F-0423-2	G.F. 0423 / 2	קלמוס ארנסט אליקים	Kalmus Ernst Eljakim	התכתבות				מקור	Original	התכתבות בין המשפחות קלמוס ופדרליין. | קטגוריות: | .1 מכתבים | .2 גלויות			No Image	-התכתבות ,גלויות ומכתבים ,בין משפחות קלמוס בברלין					נרשם ב 11.07.2011-	כרטיס 2 מתוך 5	נילי דוידסון		2011.678		תמרה גלס ,נכדה ,קבוצת יבנה		7010,7011
G-F-0423-4	G.F. 0423 / 4	קלמוס ארנסט אליקים	Kalmus Ernst Eljakim	מכתבים				מקור	Original	"אוסף מכתבים ,שנכתבו אל הזוג ד""ר ארנסט ואגנס | קלמוס ,בהיותם בפלשתינה. | המכתבים נכתבו בין השנים  ,1935-1939 ע""י קרובי | משפחה ,חברים ומכרים ,יהודים ולא יהודים ,שחיים | בגרמניה ,בארץ ,במצרים ,בארה""ב ,בשוייץ. | תכני המכתבים שנכתבים בגרמניה מלמדים על הדכאון | וחוסר הודאות שם. | תכני המכבים שנכתבים בארץ ובמצרים מכילים בין היתר | השגות פוליטיות סביב נושא חלוקת הארץ. | קטגוריות: | .1 התכתבות | .2 גלויות )ללא תמונה( | .3 פלשתינה *תנאי מחיה | .4 פוליטיקה *הבריטים *תכנית החלוקה | .5 הרייך השלישי | .6 ציונות *ד""ר קלמוס בקונגרס הציוני בציריך 1937"			No Image	-מכתב אל ארנסט קלמוס מאת אויגן ריכטר Eugen					נרשם ב 11.09.2011 & 07.09.2011-	כרטיס 4 מתוך 5	נילי דוידסון		2011.678		תמרה גלס ,נכדה ,קבוצת יבנה		7062,7063,7064,7065,7066,7067,7068
G-F-0423-5	G.F. 0423 / 5	קלמוס ארנסט אליקים	Kalmus Ernst Eljakim	התכתבות בין יוליוס קלמוס לפני גוטשלק )לימים פני				מקור ,הדפסה ,תרגום לעברית	Original, Printing, Transletion to Hebrew	פני ,בתו של משה גוטשלק ,מתארסת ב 1868-עם יוליוס | קלמוס .השניים נישאים ככל הנראה ב.1869- | המכתבים נשלחים אל פני מאת יוליוס ,חלקם בתקופת | האירוסין ומרביתם בשנה/שנתיים אחרי נישואיהם ואחרי | הולדת בתם .רב מכתביו של יוליוס משנת  1870 נכתבו | בחודש יוני עת הבריא במקומות הבראה שונים בגרמנה | ושוייץ כאשר רעייתו הטופלת בתינוקת שוהה אצל הוריה. | הוא מרבה להחמיא לה אך יחד עם זאת מרבה לדרוש | ממנה התנהגות ועשייה על פי הוראותיו .באחד המכתבים | הוא מזכיר שהוא מבוגר ממנה ב 9-שנים. | קטגוריות: | .1 התכתבבות | .2 מנהגים *ברכות לשנה חדשה 11.10.1868 / | .3 חיי משפחה *דרישת יוליוס מפני לפתח את אישיותה | ומיומנותה *אירוסין *חתונה *הוראות התנהגות בתקופת | הנקה מיום .22.5.1870 | .4 המאה ה 19- | .5 קהילה *חגים | .6			No Image	-יוליוס קלמוס ,Julius Kalmusברלין ,מבקש מפני					נרשם ב 15.09.2011 & 14.09-	כרטיס 5 מתוך 5	נילי דוידסון		2011.678		תמרה גלס ,נכדה ,קבוצת יבנה	ממכתבי יוליוס אל פני ארוסתו / רעייתו מבינים ,שיוליוס היה מבוגר ומנוסה הרבה יותר מרעייתו .הוא נותן לה הוראות והכוונות ומצפה שהיא תתנהל על פיהם .נראה שאינו סומך על | תושייתה. | -המכתבים מגלים שפני נמצאת עם התינוקת שלה אצל הוריה בעוד שיוליוס נוסע להבראה במעיינות מרגוע בגרמניה ושוייץ.	7071,7072,7073,7074,7075
G-F-0424	G.F.0424	אולמן סופי & נתן		ספר בעברית						רעיה אגם ,נצר למשפחת אולמן מדורנדורף ,Dorndorf | גרמניה ,יחד עם בני משפחה נוספים ,ערכו והוציאו לאור | את ספר המשפחה. | קטגוריות: | .1 קורות משפחה | .2 פלשתינה | .3 חנוך *מוסד אהבה			No Image						נרשם ב 17.03.2011-		נילי דוידסון		2011.676		רעיה אגם ,בת המשפחה ,כרמי יוסף	הספר נרשם גם בקטלוג הספריה	6954,6955
G-F-0432-2	G.F. 0432 / 2	דורה פרדי	Durra Fredi	תמונות				מקור	Original	קטגוריות: | .1 תמונות *דיוקן פרדי דורה ,האיש והאמן			No Image	"-מספר רב של תמונות ""ראווה"" של פרדי דורה .מספר"					נרשם ב 27.08.2011-	כרטיס 2 מתוך 8	נילי דוידסון		2011.705		מוניקה גרבר ,הבת ,נהריה	"החומר נאסף מבית המפקידה ע""י רותי אופק וגלית ויצמן"	7041
G-F-0432-3	G.F. 0432 / 3	דורה פרדי	Durra Fredi	כתיבה הומוריסטית בעברית				מקור ,העתק	Original, Copy	קטגוריות: | .1 כתיבה אישית *בדיחות ,סיפורים ,סקטשים			No Image	מרבית החומר ,טיוטות שכתב פרדי דורה להופעותיו.					נרשם ב 27.08.2011-	כרטיס 3 מתוך 8	נלי דוידסון		2011.705		מוניקה גרבר ,הבת ,נהריה	"החומר נאסף מבית המפקידה ע""י רותי אופק וגלית ויצמן"	7042,7043
G-F-0432-4	G.F. 0432 / 4	דורה פרדי	Durra Fredi	מאמרים				העתק	Copy	קטגוראיות: | .1 עיתונות *מאמרים על פרדי דורה בעיתונות ישראלית.			No Image						נרשם ב 27.08.2011-	כרטיס 4 מתוך 8	נילי דוידסון		2011.705		מוניקה גרבר ,הבת ,נהריה	"החומר נאסף מבית המפקידה ע""י רותי אופק וגלית ויצמן"	7044
G-F-0432-5	G.F. 0432 / 5	דורה פרדי	Durra Fredi	קריקטורות				העתק	Copy	קטגוריותף | .1 אמנות *קריקטורות			No Image	-צילומים ,אוסף קריקטורות חלקן עם טקסטים קצרים					נרשם ב 27.08.2011-	כרטיס 5 מתוך 8	נילי דוידסון		2011.705		מוניקה גרבר ,הבת ,נהריה	"החומר נאסף מבית המפקידה ע""י רותי אופק וגלית ויצמן"	7045
G-F-0432-6	G.F. 0432 / 6	דורה פרדי	Durra Fredi	הופעות של פרדי דורה				מקור ,העתק	Original, Copy	קטגוריות: | -מנהגים *הודעות על הופעותיו של פרדי דורה			No Image						נרשם ב 27.08.2011-	כרטיס 6 מתוך 8	נילי דוידסון		2011.705		מוניקה גרבר ,הבת ,נהריה	"החומר נאסף מבית המפקידה ע""י רותי אופק וגלית ויצמן"	7046
G-F-0432-7	G.F. 0432 / 7	דורה פרדי	Durra Fredi	כתיבה הומוריסטית בגרמנית						קטגוריות: | .1 כתיבה אישית *בדיחות ,סיפורים ,סקטשים			No Image	מרבית החומר ,טיוטות שכתב פרדי דורה להופעותיו					נרשם ב 27.08.2011-	כרטיס 7 מתוך 8	נילי דוידסון		2011.705		מוניקה גרבר ,הבת ,נהריה	"החומר נאסף מבית המפקידה ע""י רותי אופק וגלית ויצמן"	7047,7048
G-F-0440-1	G.F. 0440 / 1	הרמן ארנסט שמואל	Hermann Ernst	מאמרים ודוחות לנושא יישוב פלשתינה				מקור ,העתק	Original, Copy	"ארנסט הרמן ,1879-1947 נולד בברלין. | הכהן-      ב 1909-נשא לאישה את אמנדה לבית | איצקוביץ .1879-1951 ,השניים עלו לארץ ב .1910 -בארץ | נולדו לזוג  3 ילדים .הזוג חי בארץ עד  1916 כאשר ארנסט | החליט לחזור לגרמניה ולהתגייס ,מלח""ע  .Iאחרי | המלחמה חיה המשפחה במסינגוורק  Messingwerkשם | עבד ארנסט בהנהלת חשבונות .ב 1925-חזרה המשפחה | לארץ וארנסט הצטרף לעבודה במפעל לביטון ומרצפות | שהקימה משפחתו המורחבת בחיפה .מידע מורחב על | המשפחה כתבו הנכדות נועה ויעל ,ראה מצורף לתיק. | קטגוריות: | .1 אירגונים *אגודת עזרא להתיישבות *נחלת גורל | .2 כלכלה *תיירות *ספנות *יזמות הסעות | .3 תעשיה *פרוות ועורות *שימורי פירות * יקב *שטיחים | .4 התיישבות *חברת בנייה בבטון מושפרץ | .5 חינוך *לתעשיה | .6 חקלאות *יעור *משתלות | .7 ציונות *המדיניות של ציונות תיאורתית לעומת ציונות | של עשייה *העלאת יהודים ספרדיים ותימנים לפלשתינה | .8 הנושא הערבי *תגובה למאמר ""היוזמה האישית והבעיה | הערבית"". | .9 היסטוריה יהודית *של יהודי תימן"			No Image	2 -עמודים עם מידע על משפחת הרמן המורחבת ,נשלח	* מפעל לשימורי פירות				נרשם ב 27.11.2011 & 26.11.2011-	כרטיס 1 מתוך 2	נילי דוידסון		2011.712		נועה הרמן & יעל בן יוסף ,נכדות ,איילת השחר	"ב .30.11.2011-הטופס בתיק ""הסכמי תרומה"". הסכם תרומה חתום נחתם ע""י המפקיד"	7105,7106,7107,7108,7109
G-F-0440-3	G.F. 0440 / 3	הרמן ארנסט שמואל	Hermann Ernst	מכתבי רודולף זונדרמן אל ארנסט הרמן				מקור	Original	"רודולף זונדרמן Rudolf Sundermannיליד 1879 שרת | בצבא הגרמני כטבח בפלשתינה במלח""ע  Iיחד עם החייל | היהודי ארנסט הרמן .החברות בין השניים נמשכה לתוך | שנות ה 20-למאה ה 20-בגרמניה וגם אחרי עזיבתו של | ארנסט ,1923 ,לפלשתינה .רודולף היה סוציליסט | בינלאומי בדעותיו והרגיש קרבה אינטלקטואלית וחברית | אל ארנסט הציוני .באפריל  1923 נעצר רודולף בגרמניה | באשמת בגידה במדינה ,ישב בבית מעצר ברוסטוק | Rostockמשם המשיך להתכתב עם ארנסט. | קטגוריות: | .1 מלח""ע I | .2 צבא | .3 פלשתינה | .4 פוליטיקה *גרמניה הרפובליקה הוויימארית | .5 חברה *בבית המעצר ברוסטוק ,גרמניה | .6 משפחה *בעיות זוגיות"		לקנות או להשאיל אותם וגם מצא שם סרטים	No Image	מכתבים שרודולף זודרמן כותב אל ארנסט הרמן:						כרטיס 3 מתוך 3			2011.712		נועה הרמן & יעל בן יוסף ,נכדות ,איילת השחר	"ב .30.1.2011-הטופס בתיק ""הסכצי תרומה"". הסכם תרומה חתום נחתם ע""י המפקיד | -ראה תיק ארכיון מס G.F.0007 .עם מעט חומר מודפס )לא מקור( על ""אוסקר כהן"" ."	7267,7268,7269,7270,7271,7272,7273
