accession_id	accession_raw	artist	artist_en	work_title	work_title_en	technique	technique_en	description	item_type	item_type_en	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
E-B-0106	E.B.0106	רוטנשטרייך נתן	Rotenstreich Nathan		For and against emancipation - The Bruno Bauer						36	1959	No Image		Leo Baeck Institute ,London			חברה  /פוליטיקה	חברה R /		נילי דוידסון						3227
E-B-0107	E.B.0107	ריבלין חיים	Rivlin Haim		The Ihud Hehaklai Settlements						58	1964	No Image		ohne Verlag Tel-Aviv			ישראל	ישראל R /		מרים פולין )מתוך קטלוג גדעון בוטש(						3249
E-B-0108	E.B.0108	רבינוביץ אוסקר ק.	Rabinowicz Oskar K.		A jewish Cyprus projerct - Davis Trietsch's colonization						91	1962	No Image		Herzl Press ,New York			ציונות	ציונות R /		נילי דוידסון					צילום של הספר	3259
E-B-0109	E.B.0109	רוזה לשה	Rose Leesha		The tulpis are red - The story of a jewish girl in the dutch						275	1992	No Image		Yad Vashem			ביוגרפיות	ביוגרפיות R /		נילי דוידסון		2002.213		אורה גפן ,הבת ,בית יצחק	אקסליבריס :מעזבון מריאנה ושלמה קונרה ,בית יצחק | Exlibris: Aus dem Nachlass von Marianne & Shlomo Conra, Beit Yzhak	3266
E-B-0110	E.B.0110	רופין ארתור	Ruppin Arthur		Memoirs, diaries, letters						332	1971	No Image		Weidenfeld &Nicolson ,London			יומנים ומכתבים  /ציונות  /ארץ ישראל	יומנים ומכתבים R /		נילי דוידסון						3275
E-B-0111	E.B.0111	שבאב הרמן	Schwab Hermann		Jewish Rural Communities in Germany						91	?	No Image		Cooper Book Company Verlag ,London			מדעי היהדות	מדעי היהדות S /		מרים פולין )מתוך קטלוג גדעון בוטש(					לספר  2 עותקים	3434
E-B-0112	E.B.0112	זיכל פרידה	Sichel Frieda		From Refugee to Citizen			A Sociological Study of the immigrants from Hitler - | Europe who settled in Southern Africa			169	1966	No Image		Capetown/Amsterdam A.A .Balkema Verlag ,			היסטוריה יהודית	היסטוריה יהודית S /		מרים פולין )מתוך קטלוג גדעון בוטש(						3471
E-B-0113	E.B.0113	שפיר יוליוס	Spier Julius		The Hands of Chidren			An Introduktion to Psycho - Chirology			179	1944	No Image		Kegan Paul ,Trench , Trubner &Co Verlag ,London			פסיכולוגיה	פסיכולוגיה S /		מרים פולין )מתוך קטלוג גדעון בוטש(						3507
E-B-0114	E.B.0114	שפיר זלמר	Spier Selmar		The Fatherland			A chapter from an unpublished Autobiography			308 - 294	?	No Image		ohne Verlag			ביוגרפיות	ביוגרפיות S /		מרים פולין )מתוך קטלוג גדעון בוטש(						3508
E-B-0115	E.B.0115	שטרן זלמה	Stern Selma		The Court Jew			A Contribution to the History of the Period of Absolutism | in Central Europe			312	1950	No Image		The Jewish Publication Siciety of America ,Philade			היסטוריה יהודית	היסטוריה יהודית S /		מרים פולין )מתוך קטלוג גדעון בוטש(						3550
E-B-0116	E.B.0116	שקספיר ויליאם	Shakspeare William		The Tempest						40	?	No Image		Velhagen &Klasen Verlag ,Bielefeld			פרוזה	פרוזה S /		מרים פולין )מתוך קטלוג נילי דוידסון(						3754
E-B-0117	E.B.0117	שמיר משה	Shamir Moshe		Ruben Hecht - vision and fulfillment						259	1955	No Image		Hadar publishing house			ביוגרפיה	ביוגרפיה S /		מרים פולין )מתוך קטלוג גדעון בוטש(						3657
E-B-0118	E.B.0118	תורלבי אנתוני	Thorlby Anthony		A Students Guide to Kafka						101	1972	No Image		Heinemann Educational Books ,London			ביוגרפיה	ביוגרפיה T /		מרים פולין )מתוך קטלוג גדעון בוטש(						3779
E-B-0119	E.B.0119	שטרן זלמה	Stern Selma		The Court Jew			יהודי החצר  -הרקע הפוליטי  /היסטורי | A contribution to the history of the period of absolutism | in Central Europe			312	1950 / 5710	No Image		Thr jewish publication society of America ,Philade			היסטוריה יהודית	היסטוריה יהודית S /		מרים פולין )מתוך קטלוג גדעון בוטש(						3709
E-B-0120	E.B.0120	שטביק ל .סוזן	Stebbig L. Susan		Thinking to some purpose						244	1939	No Image		Penguin Books Limited ,England			חברה	חברה S /		מרים פולין )מתוך קטלוג גדעון בוטש(						3721
E-B-0121	E.B.0121	שולדהס יורג			For Abel, the mark of Cain			Der Maler Jörg Shimon Schulthess			79	1985	No Image		Ziona Myriam Schuldhess Wettstein ,Patis Publikati			אמנות	אמנות S /		מרים פולין )מתוך קטלוג נילי דוידסון(						3734
E-B-0122	E.B.0122	שטרן סוזן	Stern Susan		Speaking out, Jewish Voices from united Germany						270	1995	No Image		Edition9 ,Chikago ,Berlin ,Tokio ,Moscow			פרוזה	פרוזה S /		מרים פולין )מתוך קטלוג גדעון בוטש(				מרים פולין ,כפר ורדים		3738
E-B-0123	E.B.0123	טרביס-טדסקו ג'ולי	Travis-Tedesco Julie		An Orthodox Jewish Reminisces						178	1977	No Image		ohne Verlag ,Jerusalem			ביוגרפיה	ביוגרפיה T /		מרים פולין )מתוך קטלוג גדעון בוטש(						3794
E-B-0124	E.B.0124	טורנובסקי-פינר מרגרטה	Turnowsky-Pinner Margarete		A Student's Friendship with Ernst Toller						?	1970	No Image		ohne Verlag ,London			ביוגרפיה	ביוגרפיה T /		מרים פולין )מתוך קטלוג גדעון בוטש(						3802
E-B-0125	E.B.0125	טרגר חנה	Trager Hannah		Pioneers in Palestine			סיפורים על אחת המשפחות הראשונות בפתח תקוה עם | הרבה תמונות .הקדמה מאת ישראל זנגוייל . | Stories of one of the first settlers in Petach Tikvah			208	1923	No Image		Georg Routledge &Sons Verlag ,London			ארץ ישראל	ארץ ישראל T /		מרים פולין )מתוך קטלוג נילי דוידסון(						3804
E-B-0126	E.B.0126	וקסברג יוסף	Wechsberg Joseph		Looking for a blurbird						197	1947	No Image		Penguin Verlag ,New York			פרוזה	פרוזה W /		מרים פולין )מתוך קטלוג גדעון בוטש(						3903
E-B-0127	E.B.0127	וקסלר ישראל ז.	Wechsler Israel S.		A textbook of Clinical Neurology			with an Introduktion to the History of Neurologie			840	1944	No Image		W.S.Saunders Verlag ,Philadelphia /London			מדעי הרפואה	מדעים W /		מרים פולין )מתוך קטלוג גדעון בוטש(					"אקסליבריס :ד""ר ארתור שטרן | Exlibris: Dr. Arthur Stern"	3904
E-B-0128	E.B.0128	צינק וולפגנג	Zink Wolfgang		Martin Buber 1878/1978			בספר הרבה תמונות של בובר )גם כנער( ושל גדולי הדור. | Hrsg.: Zink Wolfgang			118	1978	No Image		Inter Nationes Bonn-Bad-Godesberg			ביוגרפיות	ביוגרפיות B /		נילי דוידסון		2007.430		פרנציסקה גלס ,כפר סבא		3917
E-B-0129	E.B.0129	ווהל לידי	Wohl Liddy		Liddy's Journey , es told to June Shaw			עם הרבה תמונות משפחתיות			137	2005	No Image		iUniverse ,New York ,Lincoln ,Shanghai			ביוגרפיות  /ארץ ישראל	ביוגרפיות W /		נילי דוידסון		2007.430		פרנציסקה גלס ,כפר סבא		3918
E-B-0130	E.B.0130	וולפה ברטהולד	Wolpe Berthold		A Retrospective Survey						?	1980	No Image		Victoria & Albert Museum and Faber &Faber			אמנות	אמנות W /		נילי דוידסון					הקדשה :אל ישראל שילוני מאת המחבר | Widmung: An Yisrael Shiloni vom Verfasser	4091
E-B-0131	E.B.0131	בריל ויליאמס	Beryl Williams		The great Houdini			Williams Beryl & Epstein Samuel			275	1970	No Image		Scholastic Book Services ,New York ,Toronto .Londo			ביוגרפיות	ביוגרפיהותW /		מרים פולין )מתוך קטלוג נילי דוידסון(						4098
E-B-0132	E.B.0132	יאשק י .ריכרד	Yashek J. Richard		Juergen Jaschek - The story of my life			ביוגרפיה באנגלית של המחבר ,שהיה בן-כיתתו | של אברהם דותן )דימה( | How a 12 year old german jewish boy survived the | german concentration camps			?	1996	No Image		ohne Verlag			ביוגרפיה	ביוגרפיה Y /		מרים פולין )מתוך קטלוג נילי דוידסון(		2000.023		אברהם וטובה דותן ,רמת השרון	אקסליבריס :דותן )דומב( אברהם וטובה, | רמת תשרון | הקדשה :לאברהם וטובה מאת המחבר 1997 | )Exlibris: Abraham und Tova Dotan (Domb	4161
E-B-0133	E.B.0133				Jews in Germany under Prussian Rule			קטלוג לתערוכה באנגלית עם הרבה תמונות טובות			?	1984	No Image					חברה	חברה J /		מרים פולין )מתוך קטלוג נילי דוידסון(						4277
E-B-0134	E.B.0134				In Memoram Wilfried Berthold Israel						7	1943	No Image		West London Synagoue			חברה	חברה W /		מרים פולין )מתוך קטלוג נילי דוידסון(						4299
E-B-0135	E.B.0135				Zionism - The Force of Change						57	1968	No Image		The world Zionist Organisation Jerusalem			ציונות	ציונות Z /		מרים פולין )מתוך קטלוג נילי דוידסון(						4345
E-B-0136	E.B.0136				The Jubilee of the First Zionist Congress 1897 - 1947						108	1947	No Image		The Executive of the Zionist Organisation Jerusale			ציונות	ציונות Z /		מרים פולין )מתוך קטלוג נילי דוידסון(						4346
E-B-0137	E.B.0137				Palestine Land of Israel			Introduction by Pierre van Paassen			?	1948	No Image		Ziff -Davis Publishing Company ,Chicago			ארץ ישראל	ארץ ישראל P /		מרים פולין )מתוך קטלוג נילי דוידסון(					אקסליבריס :ליזה סמואל | Exlibris: Lisa Samuel	4348
E-B-0138	E.B.0138				Windmueller Family Chronicle			הכרוניקה יצאה לאור לראשונה ב 1938-בגרמניה			?	1981	No Image                                                        מהדורה 2		Windmill Press Associates ,Richmond ,Virginia			ביוגרפיות	ביוגרפיות W /		מרים פולין )מתוך קטלוג נילי דוידסון(						4367
E-B-0139	E.B.0139				K.J.V. - World Address Book 1955 / 56			ספר כתובות של חברי ה K.J.V-באנגליה | K.J. V =Kartell Jüdischer Vereinigungen					No Image		K.J.V .in Great Brittan			חברה	חברה K /		מרים פולין )מתוך קטלוג נילי דוידסון(						4370
E-B-0140	E.B.0140				The Hebrew University Jerusalem - Inauguration 1. April			חוברת שיצאה לאור לרגל הפתיחה הרשמית של | האוניברסיטה העברית. | כתובה אנגלית ,ערבית ,עברית			?	1925	No Image					חינוך	חינוך U /		מרים פולין )מתוך קטלוג נילי דוידסון(					"אקסליבריס :ד""ר מקס יונגמן  /ראה תמונה | בG.B.0208- | Exlibris: Dr. Max Jungmann / siehe Abbildung in G.B.0208"	4375
E-B-0141	E.B.0141				Report of the Work of the Commision sent out by the			משתתפי המשלחת& Major A.St .Gibbons : | Alfred Kaiser &N.Wildbush | הדוח כתוב חציו אנגלית חציו גרמנית עם מפות ותמונות | to examine the Territory offered by H.M.Government to | the Organisation for the Purpose of a Jewish Settlement | in Brittish East Africa			?	1905- 5665	No Image					ציונות	ציונות R /		מרים פולין )מתוך קטלוג נילי דוידסון(					"אקסליבריס :ד""ר מקס יונגמן  /ראה תמונה | בG.B.0208- | Exlibris: Dr. Max Jungmann / siehe Abbildung in G.B.0208"	4378
E-B-0142	E.B.0142				Leonhard Adam, From The Spree To The Yarra			Aquarelles 1911 - 1955			29	?	No Image		?			אמנות	אמנות A /		מרים פולין )מתוך קטלוג נילי דוידסון(				בתו של האמןMary -Clare Adam:		4414
E-B-0143	E.B.0143				Origins of Eretz - Israeli Sculpure 1906 - 1939			חצי בעברית חצי באנגלית | תרומה של יעל ארנולד  -ברן | Hrsg.: The Herzliya Museum			105	1990	No Image		The Herzl Museum			אמנות	אמנות S /		מרים פולין )מתוך קטלוג נילי דוידסון(		2000.074		יעל ארנולד-ברן ,לבית ברנקופף ,גרמניה		4420
E-B-0144	E.B.0144				Felix Nussbaum			Eva Berger & Inge Jaehner & Peter Junk & Karl Georg | Kaster & Manfred Heinz & Wendelin Zimmer			496	1990	No Image		Rasch Verlag Bramsche			אומנות	אומנות N /		מרים פולין )מתוך קטלוג נילי דוידסון(		2001.092		שולמית יערי-נוסבאום ,באר טוביה	הקדשה :מאת משפ .יערי  -נוסבאום לזכר בנם עודד | גב' שולמית יערי היא אחייניתו של הצייר | Widmung: von Familie Yaary-Nussbaum, zum Andenken an dem Sohn Oded. | Fr. Shulmit Yaary ist die Nichte des Malers.	4425
E-B-0145	E.B.0145				Herzl, Hechler, the Grand Duke of Baden and the			אוסף מכתבים בגרמנית בין האישים שמוזכרים בכותרת | לתמיכה רעייון הציונות. | הסיפור שמאחורי הספר מעניין מאד נכתב בעברית | בהקדמה. | Documents found by Hermann and Bessi Ellern | Reproduced in Facsimile			?	1961	No Image		Printed in Israel			ציונות	ציונות H /		מרים פולין )מתוך קטלוג נילי דוידסון(					Exlibris: Ellern Foundatin Tel - Aviv	4426,4427
E-B-0146	E.B.0146				From Bergen-Belsen to Freedom			The Story of the Exchange of Jewish Inmates of Bergen- | Belsen with German Templars from | Palestine                                            A | Symposium in Memory of Dr. Haim Pazner | A Symposium in Memory of Dr. Haim Pazner			61	1986	No Image		Yad Washem			היסטוריה יהודית	היסטוריה יהודית F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4428,4429
E-B-0147	E.B.0147				The Israel Museum 1978 News			בין יתר המאמרים יש מאמר של אלישבע כהן על מוריס | אופנהיים			116	1979	No Image		The Israel Museum ,Jerusalem			אומנות	אמנות M /		מרים פולין )מתוך קטלוג נילי דוידסון(						4453
E-B-0148	E.B.0148				William Stern - Bibliographie			compiled by Eva Michaelis - Stern			27	1971	No Image		Jerusalem			מחקרים בסיפרות	מחקרים בסיפרות		מרים פולין )מתוך קטלוג נילי דוידסון(						4474
