resource_template_label,item_set_id,resource_class_term,is_public,dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0008-002-R0003,IL-MTFN-001-G-F-0008-002,Woodcuts by Prisoners in Barcelonnette Camp,"חיתוכי עץ שנעשו ע""י שבויים במחנה ברסלונט Barcelonnette, צרפת;","Holzschnitte, die von Gefangenen im Lager Barcelonnette, Frankreich, gemacht wurden.","Woodcuts made by prisoners in the Barcelonnette camp, France.",Unspecified,לא מזוהה|Unrecognized,other,original,,,,,
Ephemera,7613,arkivo:Ephemera,true,IL-MTFN-001-G-F-0008-002-R0004,IL-MTFN-001-G-F-0008-002,French and German Newspaper Pages from 1915,דפי עיתונות צרפתית וגרמנית מ-1915;,Französische und deutsche Zeitungsseiten von 1915;,French and German newspaper pages from 1915;,German|Other,גזיר עיתון|News Clipping,print,original,,1915,1915,,
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0008-002-R0005,IL-MTFN-001-G-F-0008-002,Manual Mapping and Military Reports from WWI French Sector,"מפות, מיפוי ידני של איזורים צבאיים/קרביים, מהגזרה הצרפתית במלח""ע הראשונה, פקודות צבאיות ודוחות על קרבות.","Karten, manuelle Kartierung von militärischen/kämpferischen Gebieten, aus dem französischen Sektor im Ersten Weltkrieg, militärische Befehle und Berichte über Schlachten.","Maps, manual mapping of military/combat areas, from the French sector in World War I, military orders and battle reports.",Hebrew|Other,Map|Report,handwriting,original,,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0008-002-R0009,IL-MTFN-001-G-F-0008-002,"Letter from Lozer to Edith from Dachau, 1938","צילום מכתב שלוזר כתב לאישתו אדית ממחנה דכאו ב-22.11.1938, אחרי ליל הבדולח.","Fotografie eines Briefes, den Lozer am 22.11.1938 nach der Kristallnacht aus dem Lager Dachau an seine Frau Edith schrieb.","Photograph of a letter Lozer wrote to his wife Edith from Dachau camp on 22.11.1938, after Kristallnacht.",Hebrew|עברית,מכתב|Letter,photography,copy,Lozer,1938-11-22,,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0008-002-R0010,IL-MTFN-001-G-F-0008-002,"Affidavit for Luzer and Family, 1942","צילום תעודת התחייבות מארה""ב, Affidavit, עבור לוזר ומשפחתו ב-1942 מאת Louis P. Stein.","Foto einer Verpflichtungserklärung aus den USA, Affidavit, für Luzer und seine Familie im Jahr 1942 von Louis P. Stein.","Photograph of a commitment certificate from the USA, Affidavit, for Luzer and his family in 1942 by Louis P. Stein.",English,תעודה|Certificate,photography,copy,Louis P. Stein,1942,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0008-003-R0002,IL-MTFN-001-G-F-0008-003,Woodcuts by R. Blummenschein,"חיתוכי עץ בנושאי נוף שיצר ר. בלומנשיין R. Blummenschein. סה""כ 4 יצירות, 3 מתוכן צבעוניות.","Holzschnitte zu Landschaftsthemen von R. Blummenschein. Insgesamt 4 Werke, davon 3 in Farbe.","Woodcuts on landscape themes created by R. Blummenschein. A total of 4 works, 3 of which are in color.",Unspecified,לא מזוהה,drawing,original,R. Blummenschein,,,,
Creative Fiction,7614,arkivo:Creative_Fiction,true,IL-MTFN-001-G-F-0008-003-R0003,IL-MTFN-001-G-F-0008-003,Incomplete Story with Woodcuts by R. Blummenschein,"16 עמודים כתובים בגרמנית עתיקה, שהם חלק לא שלם מסיפור שנכתב במחנה ברסלונט, זהות הכותב אינה ידועה. על כל עמוד מודבק חיתוך עץ צבעוני, שככל הנראה מתייחס לפרק בסיפור. על חיתוכי העץ חתום: R. Blummenschein. (חלק מהעמודים דבוקים לקרטון, כך שהטקסט לא קריא).","16 Seiten in alter deutscher Schrift, die ein unvollständiger Teil einer Geschichte sind, die im Lager Breslau geschrieben wurde, der Verfasser ist unbekannt. Auf jeder Seite ist ein farbiger Holzschnitt aufgeklebt, der sich wahrscheinlich auf ein Kapitel der Geschichte bezieht. Auf den Holzschnitten signiert: R. Blummenschein. (Einige Seiten sind auf Karton geklebt, sodass der Text nicht lesbar ist).","16 pages written in old German, which are an incomplete part of a story written in the Breslau camp, the identity of the author is unknown. On each page, a colored woodcut is pasted, which likely refers to a chapter in the story. The woodcuts are signed: R. Blummenschein. (Some pages are glued to cardboard, making the text unreadable).",German,סיפור|Fiction,handwriting,original,,,,,16
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0009-002-R0001,IL-MTFN-001-G-F-0009-002,Collection of Writings and Memories by Hella Lux and Mary Holtz,"יומן של הלה לוקס מ-1910; ספרון שירים של הלה ותמונה; 2 פנקסים בהם הלה כתבה את מחשבותיה על 'חוקיות העולם' 'Das Weltrecht'; ספר זכרונות של מרי הולץ (הסבתא של רנה מצד אמו) מ-1816, שם נעוריה מתחיל באות B; צילום שני שירים שנכתבו ככל הנראה ע""י הלה, ללא תאריך; כתיבה הומוריסטית של הלה לרגל קרנבל, אין תאריך.","Tagebuch von Hella Lux aus dem Jahr 1910; ein Gedichtbuch von Hella und ein Bild; 2 Notizbücher, in denen Hella ihre Gedanken über 'Das Weltrecht' niederschrieb; Erinnerungsbuch von Mary Holtz (Renas Großmutter mütterlicherseits) aus dem Jahr 1816, ihr Mädchenname beginnt mit dem Buchstaben B; Fotografie von zwei Gedichten, die wahrscheinlich von Hella geschrieben wurden, ohne Datum; humoristische Schrift von Hella anlässlich eines Karnevals, kein Datum.","Diary of Hella Lux from 1910; a booklet of poems by Hella and a picture; 2 notebooks in which Hella wrote her thoughts on 'The World Law' 'Das Weltrecht'; memory book of Mary Holtz (Rena's maternal grandmother) from 1816, her maiden name starts with the letter B; photograph of two poems apparently written by Hella, without a date; humorous writing by Hella for a carnival, no date.",Hebrew|German,יומן|Diary|פנקס|Notepad|ספר זכרונות|Memory Book|שיר|Poem,handwriting,other,,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0009-002-R0003,IL-MTFN-001-G-F-0009-002,Lace Cap and Annual Diaries from 1912 and 1918,"מצנפת מתחרה לתינוק, לא ברור מאיזו תקופה. שני יומנים שנתיים מ-1912 ו-1918 - קטנים מאד ומתאימים לארנק, כפי שהשם הגרמני מצביע על כך Geldtaschenkalender.","Spitzenmütze für ein Baby, unklar aus welcher Zeit. Zwei Jahreskalender von 1912 und 1918 - sehr klein und passend für eine Geldbörse, wie der deutsche Name darauf hinweist Geldtaschenkalender.","Lace cap for a baby, unclear from which period. Two annual diaries from 1912 and 1918 - very small and suitable for a wallet, as the German name indicates Geldtaschenkalender.",German,יומן|Diary,,original,,1912,,,
Ephemera,7613,arkivo:Ephemera,true,IL-MTFN-001-G-F-0009-002-R0007,IL-MTFN-001-G-F-0009-002,Concert Program in Bombay,תכניה של קונצרט בבומביי.,Programmheft eines Konzerts in Bombay.,Concert program in Bombay.,Unspecified,תכניה|Playbill,print,original,,,,,
Misc,7629,,true,IL-MTFN-001-G-F-0009-002-R0008,IL-MTFN-001-G-F-0009-002,מרשם לייבוש ושמירה של שמרים,"מרשם לייבוש ושמירה של שמרים, נכתב ע""י הכימאי ויטולד קרסבסקי (בעלה הפולני של אם רנה).","Rezept zum Trocknen und Aufbewahren von Hefe, geschrieben von dem Chemiker Witold Krasewski (dem polnischen Ehemann von Renes Mutter).","Recipe for drying and preserving yeast, written by the chemist Witold Krasewski (the Polish husband of Renée's mother).",Hebrew|עברית,מתכון|Recipe,handwriting,original,ויטולד קרסבסקי,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0009-002-R0009,IL-MTFN-001-G-F-0009-002,Torah Diaper of Eliyahu ben Anshel Rosenzweig,"חיתול תורה של אליהו בן אנשיל רוזנצויייג, יליד 1847. הכתיבה והקישוטים על החיתול נעשו בצביעה; מכתב כתוב גרמנית ביד (הודפס ע""י קרלה וולף) שמסביר את מקור וסיפור החיתול; בין היתר שהוא הוכן ע""י נתן לוקס, הסבא של הלה מצד אביה, ב-1847.","Tora-Windel von Eliyahu ben Anshel Rosenzweig, geboren 1847. Die Schrift und die Verzierungen auf der Windel wurden bemalt; ein handgeschriebener Brief auf Deutsch (gedruckt von Karla Wolf), der die Herkunft und Geschichte der Windel erklärt; unter anderem, dass sie 1847 von Nathan Lux, dem Großvater von Hela väterlicherseits, angefertigt wurde.","Torah diaper of Eliyahu ben Anshel Rosenzweig, born 1847. The writing and decorations on the diaper were painted; a handwritten letter in German (printed by Karla Wolf) explaining the origin and story of the diaper; among other things, that it was made by Nathan Lux, Hela's grandfather on her father's side, in 1847.",German|Hebrew,מכתב|Letter,handwriting,original,Eliyahu ben Anshel Rosenzweig,1847,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0009-003-R0002,IL-MTFN-001-G-F-0009-003,Certificate for Rena Weiss at Oppenheimer Bank,תעודה לרנה וייס על עבודתו המסורה בבנק אופנהיימר בפרנקפורט מ-1923,Zertifikat für Rena Weiss für seine treue Arbeit bei der Oppenheimer Bank in Frankfurt seit 1923,Certificate for Rena Weiss for his dedicated work at the Oppenheimer Bank in Frankfurt since 1923,Hebrew|German,תעודה|Certificate,,original,Rena Weiss,,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0009-003-R0003,IL-MTFN-001-G-F-0009-003,Membership Booklets of Rene and Hella Weiss,"פנקסי החברות של רנה והלה וייס בקלוב האלפים הצרפתיים. אוה, בתם, סיפרה שהוריה התמידו לטייל באלפים והיו חברים בקלוב האלפים הגרמני. כאשר השתתפותם בקלוב הגרמני נאסרה, סידר עבורם ידיד את החברות בקלוב הצרפתי ב-1939 (הם חיו כבר בפלסתינה)","Mitgliedsbücher von René und Hella Weiss im Club der französischen Alpen. Ihre Tochter Oh erzählte, dass ihre Eltern regelmäßig in den Alpen wanderten und Mitglieder im Deutschen Alpenverein waren. Als ihre Teilnahme im deutschen Club verboten wurde, arrangierte ein Freund die Mitgliedschaft im französischen Club im Jahr 1939 (sie lebten bereits in Palästina).","Membership booklets of René and Hella Weiss in the French Alps Club. Their daughter Oh said that her parents regularly hiked in the Alps and were members of the German Alps Club. When their participation in the German club was banned, a friend arranged for their membership in the French club in 1939 (they were already living in Palestine).",Hebrew,פנקס|Notepad,,original,Rene and Hella Weiss,1939,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0009-003-R0005,IL-MTFN-001-G-F-0009-003,Postcard from Rena to Hella from Detention Camp in India,"גלויה מרנה להלה ממחנה המעצר בהודו Postkarte für Kriegsgefangenen ושתי תמונות של מחנה המעצר האנגלי בהודו שמו: Parol-Camp Ahmednagar, British India; תמונה מצוירת וצבועה בצבעי מים של מגורי העצירים במחנה הנ""ל","Postkarte von Rena an Hella aus dem Internierungslager in Indien Postkarte für Kriegsgefangene und zwei Bilder des englischen Internierungslagers in Indien namens: Parol-Camp Ahmednagar, Britisch-Indien; Ein gezeichnetes und mit Wasserfarben bemaltes Bild der Unterkünfte der Gefangenen im genannten Lager","Postcard from Rena to Hella from the detention camp in India Postcard for prisoners of war and two pictures of the English detention camp in India named: Parol-Camp Ahmednagar, British India; A drawn and watercolor-painted picture of the detainees' quarters in the aforementioned camp",Hebrew|German,גלויה|Postcard,drawing,original,,,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0009-003-R0006,IL-MTFN-001-G-F-0009-003,Certificate of Appreciation for Eugenie Grothe,תעודת הוקרה לאויגני גרוטה (דודתו של רנה) על שתרמה את תכשיטיה לטובת המאמץ המלחמתי מ-1916,Anerkennungsurkunde für Eugenie Grothe (Tante von René) für die Spende ihres Schmucks zur Unterstützung des Kriegsanstrengungen von 1916,Certificate of appreciation for Eugenie Grothe (René's aunt) for donating her jewelry for the war effort of 1916,Hebrew,תעודה|Certificate,,original,Eugenie Grothe,1916,,,
Religious Materials,7626,,true,IL-MTFN-001-G-F-0009-004-R0001,IL-MTFN-001-G-F-0009-004,"Prayer Book for Youth, 1904","ספר תפילות לנוער לתפילת שבת אחה""צ, שייך להלה לוקס משנת 1904; Gebet=Ordnung für den Jugendgottesdienst in der jüdische Gemeinde zu Berlin;","Gebetbuch für die Jugend für den Nachmittagsgottesdienst am Sabbat, gehört Hella Lux aus dem Jahr 1904; Gebet=Ordnung für den Jugendgottesdienst in der jüdischen Gemeinde zu Berlin;","Prayer book for youth for the Sabbath afternoon service, belonging to Hella Lux from the year 1904; Prayer=Order for the youth service in the Jewish community in Berlin;",Hebrew|German,Book,print,original,Hella Lux,1904,,,
Creative Fiction,7614,arkivo:Creative_Fiction,true,IL-MTFN-001-G-F-0009-004-R0006,IL-MTFN-001-G-F-0009-004,Poems by Detainees in René Weiss's Camp in India,מספר שירים של כפי הנראה עצירים שהיו במחנה בו שהה רנה וייס בהודו;,"Mehrere Gedichte von offenbar Inhaftierten, die sich in dem Lager befanden, in dem René Weiss in Indien war.",Several poems by what appear to be detainees who were in the camp where René Weiss was in India.,Hebrew,שיר|Poem,,original,,,,,
Ephemera,7613,arkivo:Ephemera,true,IL-MTFN-001-G-F-0009-005-R0003,IL-MTFN-001-G-F-0009-005,Arm Band with Hebrew Inscription,סרט בד לענידה על הזרוע עם הכתובת בעברית: 'ועדת המצב המחלקה הכלכלית ועדת ארגוני נשים',"Stoffband zur Befestigung am Arm mit der Aufschrift auf Hebräisch: 'Zustandskomitee, Wirtschaftsabteilung, Frauenorganisationenkomitee'","Fabric band for wearing on the arm with the inscription in Hebrew: 'State Committee, Economic Department, Women's Organizations Committee'",Hebrew,לא מזוהה,other,original,,,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0009-005-R0004,IL-MTFN-001-G-F-0009-005,Membership Certificate of Ohe Weiss in the German Scouts Movement,תעודת החברות בתנועת הצופים בגרמניה של אוה וייס,Mitgliedschaftszertifikat der Pfadfinderbewegung in Deutschland von Ohe Weiss,Membership certificate in the Scouts movement in Germany of Ohe Weiss,German,תעודת חבר|Membership Certificate,,original,Ohe Weiss,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0009-005-R0005,IL-MTFN-001-G-F-0009-005,Photo Album of Ohe Weiss (1934-1937),"אלבום תמונות של אוה וייס מהשנים 1934-1937, תמונות מגרמניה ומחיפה של פעילות בתנועות-נוער (תנועת הצופים היהודים בגרמניה), ספורט ומשפחה","Fotoalbum von Ohe Weiss aus den Jahren 1934-1937, Fotos aus Deutschland und Haifa von Aktivitäten in Jugendbewegungen (Jüdische Pfadfinderbewegung in Deutschland), Sport und Familie","Photo album of Ohe Weiss from the years 1934-1937, photos from Germany and Haifa of activities in youth movements (Jewish Scouts Movement in Germany), sports and family",Unspecified,תצלום|Photograph,photography,original,Ohe Weiss,1934-1937,,,
