item_id	parent	signals	title	english_translation	german_translation	item_description	language	creation_date	format	document_type	main_subject	item_class
IL-MTFN-001-G-F-0022-008-R0004	IL-MTFN-001-G-F-0022-008	visit	ברכה לחתונת הזהב לאלישבע וייל	"Congratulations on the Golden Wedding Anniversary to Elisheva Weil from ""The Knitting Circle"". Attached to the card are 16 portrait photos of the circle's members with their names; in the middle is the photo of Elisheva Weil."	"Glückwünsche zur Goldenen Hochzeit an Elisheva Weil von ""Das Strick Kränzchen"". An der Glückwunschkarte sind 16 Porträtfotos der Mitglieder des Kreises mit ihren Namen angebracht; in der Mitte das Foto von Elisheva Weil."	"ברכה לחתונת הזהב לאלישבע וייל מאת ""חוג הסריגה"" Das Strick Kränzchen. לברכה מודבקים 16 תמונות דיוקן של החברות לחוג עם שמותיהן; באמצע תמונתה של אלישבע וייל."	Hebrew|German		Unknown	כרטיס ברכה|Greeting Card	אלישבע וייל	Ephemera
IL-MTFN-001-G-F-0022-006-R0002	IL-MTFN-001-G-F-0022-006	visit	Letter from Julius Frank to Ernst and Lisbeth Weil	Letter from Julius Frank in Paris to Ernst and Lisbeth Weil. For further description of the file contents see: Notes on further description of the file contents: Among other things: He aims to improve his drawing skills, earn as much as possible in his temporary work, return to Berlin to work in window display design, and acquire a studio where he can paint. In Paris, he specializes in copying paintings in museums. The letter also contains illustrations. German handwriting, 1926.	Brief von Julius Frank in Paris an Ernst und Lisbeth Weil. Für eine weitere Beschreibung des Akteninhalts siehe: Anmerkungen zur weiteren Beschreibung des Akteninhalts: Unter anderem: Er strebt danach, seine Zeichenfähigkeiten zu verbessern, so viel wie möglich in seiner vorübergehenden Arbeit zu verdienen, nach Berlin zurückzukehren, um Schaufenster zu gestalten und sich ein Atelier zu kaufen, in dem er malen kann. In Paris spezialisiert er sich auf das Kopieren von Gemälden in Museen. Der Brief enthält auch Illustrationen. Deutsch Handschrift, 1926.	מכתב מאת יוליוס פרנק בפריז אל ארנסט וליזבט וייל. להמשך תיאור תכולת התיק ראו: הערות המשך תיאור תכולת התיק: בין היתר: הוא שואף לשפר את מיומנות הציור, להרויח כמה שיותר בעבודתו הזמנית, לחזור לברלין לעבוד בעיצוב חלונות ראווה ולרכוש לעצמו סטודיו בו יוכל לצייר. בפריז הוא מתמחה בהעתקת ציורים במוזיאונים. על המכתב ישנם גם איורים. גרמנית כתב יד, 1926.	German	1926	Handwritten	מכתב|Letter	Julius Frank	Communication Document
IL-MTFN-001-G-F-0022-008-R0020	IL-MTFN-001-G-F-0022-008	visit	Approval for Zelma and Anna Weil's Medical Consultation Trip, 1919	Photograph, approval for Zelma and Anna Weil to travel for medical consultation in Frankfurt am Main, 1919.	Fotografie, Genehmigung für Zelma und Anna Weil zur Reise zwecks ärztlicher Beratung in Frankfurt am Main, 1919.	צילום, אישור לזלמה ואנה וייל לנסיעה למטרת התייעצות רופא בפרנקפורט על המיין, 1919.	German	1919	Unknown	תעודה|Certificate	Zelma Weil|Anna Weil	Certificate
IL-MTFN-001-G-F-0022-012-R0012	IL-MTFN-001-G-F-0022-012	diary	"יומן כיס קטן ""יומן מאיר לאשה"" 1960"	"Small pocket diary ""Meir Diary for Women"" 1960."	"Kleines Taschenbuch ""Meir Tagebuch für Frauen"" 1960."	"יומן כיס קטן ""יומן מאיר לאשה"" 1960."	Hebrew	1960	Unknown	יומן|Diary		EgoDocument
IL-MTFN-001-G-F-0030-005-R0001	IL-MTFN-001-G-F-0030-005	visit	Photos of Mayer Family Trip to Germany, 1957	1957, Photos of a trip to Germany of the Mayer family, Andreas, Esther, and Gertrud	1957, Fotos von einer Reise nach Deutschland der Familie Mayer, Andreas, Esther und Gertrud	1957, תמונות של טיול לגרמניה של משפחת מאייר, אנדראס, אסתר וגרטרוד	Unspecified	1957	Visual Element|אלמנט ויזואלי	תצלום|Photograph	Mayer	Image
IL-MTFN-001-G-F-0030-005-R0003	IL-MTFN-001-G-F-0030-005	visit	1957 Travel Photos in Germany	1957, Travel photos in Germany of Andreas, Esther, and Gertrud and the Hoffner family	1957, Reisebilder aus Deutschland von Andreas, Esther und Gertrud und der Familie Hoffner	1957, תמונות טיול בגרמניה של אנדראס, אסתר וגרטרוד ומשפחת הופנר	Unspecified	1957	Visual Element	תצלום|Photograph		Image
IL-MTFN-001-G-F-0030-005-R0011	IL-MTFN-001-G-F-0030-005	visit	Landscape Photos of Meier Family Trip, 1957	1957, Landscape photos of a trip abroad by the Meier family. London, Paris, Holland, Italy, Germany, and Switzerland	1957, Landschaftsbilder einer Auslandsreise der Familie Meier. London, Paris, Holland, Italien, Deutschland und Schweiz	1957, תמונות נוף של טיול בחול של משפחת מאייר. לונדון, פריז, הולנד, איטליה, גרמניה ושוויץ	Unspecified	1957	Visual Element	תצלום|Photograph	מאייר	Image
IL-MTFN-001-G-F-0030-008-R0003	IL-MTFN-001-G-F-0030-008	visit	Various Documents and Certificates of Otto Mayer	"1914-1917, Various certificates/documents, including a business card of Otto Mayer, an envelope from 1917 with a stamp indicating the letter was checked, a leave permit for Otto Mayer 1917, a postcard from 1914 where to send packages, a postcard with a drawing ""Mayer's new apartment"";"	"1914-1917, Verschiedene Dokumente/Zertifikate, darunter eine Visitenkarte von Otto Mayer, ein Umschlag von 1917 mit einem Stempel, dass der Brief geprüft wurde, eine Urlaubsgenehmigung für Otto Mayer 1917, eine Postkarte von 1914, wohin Pakete gesendet werden sollen, eine Postkarte mit einer Zeichnung ""Die neue Wohnung von Mayer"";"	"1914-1917, תעודות/מסמכים שונות, בין היתר כרטיס ביקור של אוטו מאייר, מעטפה מ 1917 עם חותמת שהמכתה נבדק, אישור ליציאת חופש לאוטו מאייר 1917, גלויה 1914 לאן לשלוח חבילות, גלויה עם ציור ""הדירה החדשה של מאייר"";"	Hebrew|German	1914	Unknown	Business Card|Envelope|Postcard|Certificate	Otto Mayer	Organization Papertrail
IL-MTFN-001-G-F-0030-009-R0004	IL-MTFN-001-G-F-0030-009	memoir	Memories and Documents of Otto Mayer	1937, 12 pages of memories of Otto Mayer, email with a short summary of Otto Mayer in English, eulogy for Otto Mayer 1954 by Fritz Wolf, copy of Otto Mayer's death certificate, German, printed;	1937, 12 Seiten Erinnerungen von Otto Mayer, E-Mail mit kurzer Zusammenfassung von Otto Mayer auf Englisch, Nachruf auf Otto Mayer 1954 von Fritz Wolf, Kopie der Sterbeurkunde von Otto Mayer, Deutsch, gedruckt;	1937, 12 דפים של זיכרונות של אוטו מאייר, מייל עם תקציר קצר של אוטו מאייר באנגלית, הספד לאוטו מאייר 1954 מאת פריץ וולף, העתק תעודת פטירה של אוטו מאייר, גרמנית, מודפס;	German|English	1937	Print	מכתב|Letter|תעודת פטירה|Death Certificate	Otto Mayer	EgoDocument
IL-MTFN-001-G-F-0030-010-R0011	IL-MTFN-001-G-F-0030-010	diary	Hospital Diary Pages	Single pages from a hospital diary without a date.	Einzelne Seiten aus einem Krankenhaus-Tagebuch ohne Datum.	דפים בודדים מיומן מבית החולים בלי תאריך.	Unspecified		Unknown	יומן|Diary		Medical Document
IL-MTFN-001-G-F-0030-010-R0012	IL-MTFN-001-G-F-0030-010	visit	Letters from Otto Mayer to his mother, 1912	Letters from Otto Mayer. 1912 to his mother, in which he talks about a trip.	Briefe von Otto Mayer. 1912 an seine Mutter, in denen er über eine Reise berichtet.	מכתבים מאת אוטו מאייר.1912 אל אמו בו הוא מספר על נסיעה.	German	1912	Unknown	מכתב|Letter	Otto Mayer	Communication Document
IL-MTFN-001-G-F-0030-011-R0002	IL-MTFN-001-G-F-0030-011	memoir	Letter from Gertrud Meyer to Heinrich	1943, Letter from Gertrud Meyer To my Joy in Germany, from her memories, Letter to Heinrich without date;	1943, Brief von Gertrud Meyer An meine Freude in Deutschland, aus ihren Erinnerungen, Brief an Heinrich ohne Datum;	1943, מכתב מאת גרטרוד מאייר An meine Freude in Deutschland, מתוך הזכרונות שלה, מכתב אל היינריך בלי תאריך;	German	1943	Unknown	מכתב|Letter	Gertrud Meyer	EgoDocument
IL-MTFN-001-G-F-0030-011-R0006	IL-MTFN-001-G-F-0030-011	visit	Letters from Otto Mayer to Gertrud	1950-1953, Letters from Otto Mayer who visited Germany to his wife Gertrud in Nahariya. He talks about meetings and financial matters. Typewritten, German;	1950-1953, Briefe von Otto Mayer, der Deutschland besuchte, an seine Frau Gertrud in Nahariya. Er berichtet über Treffen und finanzielle Angelegenheiten. Getippt, Deutsch;	1950-1953, מכתבים מאת אוטו מאייר שביקר בגרמניה אל גרטרוד אשתו בנהריה. הוא מספר על פגישות ועניינים כספים. מודפס, גרמנית;	German	1950-1953	Typewritten	מכתב|Letter	Otto Mayer	Communication Document
IL-MTFN-001-G-F-0030-011-R0007	IL-MTFN-001-G-F-0030-011	visit	Travel Report by Otto Mayer, 1950	1950, Travel report by Otto Mayer from a trip to Germany. Mainly, he reports on negotiations regarding financial matters and visits to friends and relatives.	1950, Reisebericht von Otto Mayer von einer Reise nach Deutschland. Hauptsächlich berichtet er über Verhandlungen in Bezug auf finanzielle Angelegenheiten und Besuche bei Freunden und Verwandten.	1950, דוח נסיע של אוטו מאייר מנסיעה לגרמניה. בעיקר הוא מספר על מסע ומתן בקשר לעניינים כספים וביקורים אצל חברים וקרובי משפחה;	Hebrew|German	1950	Unknown	דוח|Report	Otto Mayer	Report
IL-MTFN-001-G-F-0030-011-R0013	IL-MTFN-001-G-F-0030-011	diary,visit	Otto Mayer's 1951 Travel Diary to Germany	1951, Travel diary of Otto Mayer from a trip to Germany, handwritten, German;	1951, Reisetagebuch von Otto Mayer von einer Reise nach Deutschland, Handschrift, Deutsch;	1951, יומן נסיע של אוטו מאייר מנסיעה לגרמניה, כתב יד, גרמנית;	German	1951	Handwritten	יומן|Diary	Otto Mayer	EgoDocument
IL-MTFN-001-G-F-0030-012-R0001	IL-MTFN-001-G-F-0030-012	visit	Passports of Gertrud Meyer	1940-1951, Passports of Gertrud Meyer, British passport from 1940 and Israeli passport from 1951. The Israeli passport has an approval from the Israeli authorities to visit Germany and a visa from the Germans to enter Germany.	1940-1951, Pässe von Gertrud Meyer, britischer Pass von 1940 und israelischer Pass von 1951. Im israelischen Pass gibt es eine Genehmigung der israelischen Behörden, Deutschland zu besuchen, und ein Visum der Deutschen, um nach Deutschland einzureisen.	1940-1951, דרכונים של גרטרוד מאייר, דרכון בריטי מ 1940 ודרכון ישראלי מ 1951. בדרכון הישראלי יש אישור מהרשויות הישראלים לבקר בגרמניה וויזה מהגרמנים להיכנס לגרמניה.	Hebrew|German|English	1940	Unknown	תעודה|Certificate	Gertrud Meyer	Legal Document
IL-MTFN-001-G-F-0030-013-R0001	IL-MTFN-001-G-F-0030-013	memoir	Memories of Gertrud Meyer	1951-1955, Memories of Gertrud Meyer in English printed with the titles: Childhood at the Luetzowufen; Mama 1955, G. Meyer writes of Hedwig Meyer, nee Schierer; Gertrud Meyer, Childhood, Youth, Profession (from posthumous manuscript)	1951-1955, Erinnerungen von Gertrud Meyer auf Englisch gedruckt mit den Titeln: Kindheit in Luetzowufen; Mama 1955, G. Meyer schreibt über Hedwig Meyer, geborene Schierer; Gertrud Meyer, Kindheit, Jugend, Beruf (aus posthumem Manuskript)	1951-1955, זכרונות של גרטרוד מאייר באנגלית מודפס עם הכותרות: Childhood at the Luetzowufen; Mama 1955, G. Meyer writes of Hedwig Meyer, nee Schierer; Gertrud Meyer, Childhood, Youth, Profession (from posthumous manuscript)	English		Print	מסמך מתורגם|Translated Document	Gertrud Meyer	EgoDocument
IL-MTFN-001-G-F-0030-013-R0002	IL-MTFN-001-G-F-0030-013	correspondence,memoir	Correspondence between Ruth Schocken and Andreas and Ruth Meyer	1951-2003, correspondence between Ruth Schocken and Andreas and Ruth Meyer regarding the memories of Gertrud Meyer, typewritten, German.	1951-2003, Korrespondenz zwischen Ruth Schocken und Andreas und Ruth Meyer bezüglich der Erinnerungen von Gertrud Meyer, getippt, Deutsch.	1951-2003, התכתבות עם רות שוקן Ruth Schocken לבין אנדריאס ורות מאייר בקשר לזיכרונות של גרטרוד מאייר, מודפס, גרמנית.	German	1951	Typewritten	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0030-013-R0003	IL-MTFN-001-G-F-0030-013	memoir	Memories of Gertrud Meyer	1953-2003, Memories of Gertrud Meyer translated by Ruth Shoken, 34 pages, Family life until the death of Alexander Meyer, printed, English;	1953-2003, Erinnerungen von Gertrud Meyer, übersetzt von Ruth Shoken, 34 Seiten, Familienleben bis zum Tod von Alexander Meyer, gedruckt, Englisch;	1953-2003, זיכרונות של גרטרוד מאייר מתורגם על ידי רות שוקן, 34 דפים, Family life until the death of Alexander Meyer, מודפס, אנגלית;	English	1953	Typewritten	מסמך מתורגם|Translated Document	Gertrud Meyer	EgoDocument
IL-MTFN-001-G-F-0030-013-R0004	IL-MTFN-001-G-F-0030-013	memoir	Parts of Gertrud Meyer's Memories	1939-1955, parts of the memories of Gertrud Meyer, printed, German; Gertrud Meyer, childhood, youth, profession. From left behind texts, the division as it was in the received binder; Family life until Alexander Meyer's death, 1953;	1939-1955, Teile der Erinnerungen von Gertrud Meyer, gedruckt, Deutsch; Gertrud Meyer, Kindheit, Jugendzeit, Beruf. Aus hinterlassenen Texten, die Aufteilung wie sie im erhaltenen Ordner war; Familienleben bis zum Tod von Alexander Meyer, 1953;	1939-1955, חלקים מהזיכרונות של גרטרוד מאייר, מודפס, גרמנית; Gertrud Meyer, Kindheit, Jugendzeit, Beruf. Aus hinterlassenen Texten, החלוקה כפי שהייתה בקלסר שהתקבל; Familienleben bis zu Alexander Meyers Tod, 1953;	German|גרמנית		Print	רשימות|Personal Notes	Gertrud Meyer	EgoDocument
IL-MTFN-001-G-F-0030-013-R0005	IL-MTFN-001-G-F-0030-013	visit	Vossische Zeitung Article on Swedish Trip	1944; Spanish Journey 1908; From a holiday trip through Sweden. Vossische Zeitung, Tuesday, August 8, 1905, I. Gothenburg, Nääs, Marstrand;	1944; Spanische Reise 1908; Von einer Ferienreise durch Schweden. Vossische Zeitung, Dienstag, den 8, August 1905, I. Gothenburg, Nääs, Marstrand;	1944; Spanische Reise 1908; Von einer Ferienreise durch Schweden. Vossische Zeitung, Dienstag, den 8, August 1905, I. Gothenburg, Nääs, Marstrand;	German	1905-08-08	Unknown	Article		Communication Document
IL-MTFN-001-G-F-0030-013-R0006	IL-MTFN-001-G-F-0030-013	visit	Travel Report by Gertrud Meyer, 1908	1908, Spain, travel report by Gertrud Meyer. La Coruna; Santiago; Vigo, printed, 16 pages, German;	1908, Spanien, Reisebericht von Gertrud Meyer. La Coruna; Santiago; Vigo, gedruckt, 16 Seiten, Deutsch;	1908, ספרד, דוח נסיעות של גרטרוד מאייר. La Coruna; Santiago; Vigo, מודפס, 16 דפים, גרמנית;	German	1908	Print	דוח|Report	Gertrud Meyer	Report
