item_id	parent	item_description	german_translation	english_translation	format	language	creation_date	publication_date	number_of_pages	documentary_form_type	production_technique_type	main_subject	record_state	title	item_class	document_type	creation_place	transkribus_doc_ids	transkribus_titles	transkribus_n_docs	transkribus_pages	transkribus_lines	transkribus_pages_final	transkribus_pages_gt	transkribus_pages_in_progress	transkribus_pages_new
IL-MTFN-001-G-F-0006-001-R0003	IL-MTFN-001-G-F-0006-001	"צילומי מאמרים בגרמנית ותרגום לעברית, שנכתבו על סטף ורטהיימר ע""י ד""ר קלאוס קרפל, ד""ר מרטין רוך, אניה קיסבסקי; Dr. Klaus Kreppel, Dr. Martin Ruch, Anja Kysevski."	Fotografien von Artikeln auf Deutsch und Übersetzung ins Hebräische, geschrieben über Stef Wertheimer von Dr. Klaus Kreppel, Dr. Martin Ruch, Anja Kysevski.	Photographs of articles in German and translation into Hebrew, written about Stef Wertheimer by Dr. Klaus Kreppel, Dr. Martin Ruch, Anja Kysevski.	Unknown	German|Hebrew					photography	Stef Wertheimer	copy	Photographs of Articles on Stef Wertheimer	Communication Document	מסמך מתורגם|Translated Document										
IL-MTFN-001-G-F-0008-001-R0001	IL-MTFN-001-G-F-0008-001	תמונות של אירגון נשים יהודיות, הילדסהיים; Jüd. Frauenverein Hildesheim.	Bilder des jüdischen Frauenvereins, Hildesheim; Jüd. Frauenverein Hildesheim.	Pictures of the Jewish Women's Organization, Hildesheim; Jüd. Frauenverein Hildesheim.	Visual Element	Unspecified							original	Jewish Women's Organization, Hildesheim Photos	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0008-001-R0002	IL-MTFN-001-G-F-0008-001	תצלומים של חגיגה עממית בהילדסהיים; Swimmverein Hildesheim - אירגון שחייה.	Fotos von einer Volksfeier in Hildesheim; Schwimmverein Hildesheim - Schwimmverein.	Photographs of a folk celebration in Hildesheim; Swimmverein Hildesheim - Swimming organization.	Visual Element	Unspecified					photography		original	Photographs of Folk Celebration in Hildesheim	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0008-001-R0003	IL-MTFN-001-G-F-0008-001	תמונות משפחתיות, משפחת לוזר, מהשנים 1895-1945.	Familienfotos, Familie Loser, aus den Jahren 1895-1945.	Family photos, Loser family, from the years 1895-1945.	Visual Element	Unspecified	1895	1945			photography	משפחת לוזר	original	Family Photos of the Loser Family (1895-1945)	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0008-001-R0004	IL-MTFN-001-G-F-0008-001	תמונות משפחתיות, משפחת גולדשמידט מהשנים 1902-1927.	Familienfotos, Familie Goldschmidt aus den Jahren 1902-1927.	Family photos, the Goldschmidt family from the years 1902-1927.	Visual Element	Unspecified	1902	1927			photography	Goldschmidt	original	Goldschmidt Family Photos 1902-1927	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0008-001-R0005	IL-MTFN-001-G-F-0008-001	אילן יוחסין.	Stammbaum.	Family tree.	Unknown	Unspecified							original	Family Tree	EgoDocument	לא מזוהה										
IL-MTFN-001-G-F-0008-001-R0006	IL-MTFN-001-G-F-0008-001	תמונות של העובדים השכירים של משפחת לוזר.	Fotos der Angestellten der Familie Loser.	Photos of the employees of the Loser family.	Visual Element	Unspecified					photography	משפחת לוזר	original	Photos of Loser Family Employees	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0008-001-R0007	IL-MTFN-001-G-F-0008-001	צילומי תמונות משפחתיות והתכתבות עם Andrew Bergerson מהילדסהיים משנת 1993.	Familienfotos und Korrespondenz mit Andrew Bergerson aus Hildesheim aus dem Jahr 1993.	Family photos and correspondence with Andrew Bergerson from Hildesheim from 1993.	Unknown	Hebrew|English	1993				photography	Andrew Bergerson	copy	Family Photos and Correspondence with Andrew Bergerson, 1993	EgoDocument	תצלום|Photograph|מכתב|Letter										
IL-MTFN-001-G-F-0008-001-R0008	IL-MTFN-001-G-F-0008-001	צילום מאמר בגרמנית על שבועיים של אירועים יהודיים בהילדסהיים + צילום מצבת הקבר של אלה לוזר.	Fotografie eines Artikels auf Deutsch über zwei Wochen jüdischer Veranstaltungen in Hildesheim + Fotografie des Grabsteins von Ella Loser.	Photograph of a German article about two weeks of Jewish events in Hildesheim + Photograph of the tombstone of Ella Loser.	Unknown	German					photography		copy	Photograph of German Article and Tombstone	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0008-001-R0009	IL-MTFN-001-G-F-0008-001	צילום מאמר מתוך עיתון גרמני על טכס זיכרון לרגל מלאת 100 שנה לבית הקברות היהודי בהילדסהיים.	Fotografie eines Artikels aus einer deutschen Zeitung über eine Gedenkzeremonie anlässlich des 100-jährigen Bestehens des jüdischen Friedhofs in Hildesheim.	Photograph of an article from a German newspaper about a memorial ceremony on the occasion of the 100th anniversary of the Jewish cemetery in Hildesheim.	Unknown	German					photography		copy	Photograph of a German Newspaper Article on Jewish Cemetery Memorial	Ephemera	גזיר עיתון|News Clipping										
IL-MTFN-001-G-F-0008-001-R0010	IL-MTFN-001-G-F-0008-001	עמוד אוריגינלי של עיתון ערב ביצא במינכן משנת 1915.	Originalseite einer Abendzeitung, die 1915 in München erschien.	Original page of an evening newspaper published in Munich in 1915.	Print	German	1915	1915			print		original	Original Page of Evening Newspaper from Munich, 1915	Image	עיתון|Newspaper										
IL-MTFN-001-G-F-0008-001-R0011	IL-MTFN-001-G-F-0008-001	מאמרים ותמונות מביקור של ולטר לוזר ואישתו בהילדסהיים 1964.	Artikel und Bilder vom Besuch von Walter Loser und seiner Frau in Hildesheim 1964.	Articles and pictures from the visit of Walter Loser and his wife in Hildesheim 1964.	Unknown	Unspecified	1964					Walter Loser	original	Visit of Walter Loser in Hildesheim 1964	Communication Document	מאמר|Article										
IL-MTFN-001-G-F-0008-001-R0012	IL-MTFN-001-G-F-0008-001	מאמרי עיתונות מהילדסהיים 1952, 1972.	Zeitungsartikel aus Hildesheim 1952, 1972.	Newspaper articles from Hildesheim 1952, 1972.	Print	German					print		original	Newspaper Articles from Hildesheim	Ephemera	גזיר עיתון|News Clipping										
IL-MTFN-001-G-F-0008-001-R0013	IL-MTFN-001-G-F-0008-001	תפריט לחגיגת האירוסין של ולטר לוזר עם אדית גולדשמידט 1921.	Menü für die Verlobungsfeier von Walter Loser mit Edith Goldschmidt 1921.	Menu for the engagement celebration of Walter Loser with Edith Goldschmidt 1921.	Print	German	1921				print	Walter Loser|Edith Goldschmidt	original	Engagement Menu of Walter Loser and Edith Goldschmidt	Ephemera	לא מזוהה										
IL-MTFN-001-G-F-0008-001-R0014	IL-MTFN-001-G-F-0008-001	תמונות של בית הקברות היהודי בהילדסהיים, בית הספר היהודי לשעבר, האנדרטה לזכר בית הכנסת.	Fotos des jüdischen Friedhofs in Hildesheim, der ehemaligen jüdischen Schule, das Denkmal zur Erinnerung an die Synagoge.	Photos of the Jewish cemetery in Hildesheim, the former Jewish school, the monument in memory of the synagogue.	Visual Element	Unspecified					photography		original	Photos of Jewish Sites in Hildesheim	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0008-001-R0015	IL-MTFN-001-G-F-0008-001	שטר של 1000 מרק גרמני 1910.	1000 Deutsche Mark Schein 1910.	1000 German Mark note 1910.	Print	German	1910	1910			print		original	1000 German Mark Note 1910	Financial_Document	לא מזוהה|Unrecognized										
IL-MTFN-001-G-F-0008-001-R0016	IL-MTFN-001-G-F-0008-001	תמונת נייר גזור מאת פליקס וייל; Felix Weil מ-1921.	Ausgeschnittenes Papierbild von Felix Weil; Felix Weil aus 1921.	Cut paper image by Felix Weil; Felix Weil from 1921.	Visual Element|אלמנט ויזואלי	Unspecified|לא צוין	1921				other	Felix Weil	original	Cut Paper Image by Felix Weil, 1921	Image	אלמנט גרפי|Graphic Element										
IL-MTFN-001-G-F-0008-001-R0017	IL-MTFN-001-G-F-0008-001	תצלומי ציוריו, של ולטר לוזר.	Fotografien der Gemälde von Walter Looser.	Photographs of the paintings by Walter Looser.	Visual Element	Unspecified					photography	Walter Looser	original	Photographs of Paintings by Walter Looser	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0008-001-R0018	IL-MTFN-001-G-F-0008-001	שירים מאת ולטר לוזר מ-1915.	Gedichte von Walter Loser aus dem Jahr 1915.	Poems by Walter Loser from 1915.	Unknown	Other	1915					Walter Loser	original	Poems by Walter Loser, 1915	Creative Fiction	שיר|Poem										
IL-MTFN-001-G-F-0008-001-R0019	IL-MTFN-001-G-F-0008-001	"גלויות, בדר""כ עם מוטיבים של העיר הילדסהיים. חלק מהגלויות כתובות עבור משפחת לוזר או משפחת גולדשמידט, המחצית הראשונה של המאה ה-20."	Postkarten, meist mit Motiven der Stadt Hildesheim. Einige der Postkarten sind an die Familie Loser oder die Familie Goldschmidt adressiert, erste Hälfte des 20. Jahrhunderts.	Postcards, usually with motifs of the city of Hildesheim. Some of the postcards are addressed to the Loser family or the Goldschmidt family, first half of the 20th century.	Unknown	Hebrew|German					other		original	Postcards with Hildesheim motifs	Ephemera	גלויה|Postcard										
IL-MTFN-001-G-F-0008-001-R0020	IL-MTFN-001-G-F-0008-001	גלויות שנשלחו מאתרי חופש, המחצית הראשונה של המאה ה-20.	Postkarten, die von Urlaubsorten in der ersten Hälfte des 20. Jahrhunderts gesendet wurden.	Postcards sent from holiday sites, the first half of the 20th century.	Unknown	Unspecified							original	Postcards from Holiday Sites	Ephemera	גלויה|Postcard										
IL-MTFN-001-G-F-0008-002-R0001	IL-MTFN-001-G-F-0008-002	"בתיק חומר רב מהפעילות החברתית של ""שעות הפנאי"": צילום ומקור של תפריט Speise Karte חגיגי לחגיגת יום הולדת, מעשה ידי לוזר מ-1919 (המקור היה ממוסגר ותלוי במוזיאון של ישראל שילוני בנהריה, הוצא מהמסגור בפברואר 2014);"	"In der Akte gibt es viele Materialien aus der sozialen Aktivität von ""Freizeit"": Foto und Original einer festlichen Speisekarte für eine Geburtstagsfeier, erstellt von Loser im Jahr 1919 (das Original war gerahmt und hing im Museum von Israel Shiloni in Nahariya, wurde im Februar 2014 aus dem Rahmen entfernt);"	"The file contains many materials from the social activity of ""Leisure"": Photo and original of a festive menu Speise Karte for a birthday celebration, made by Loser in 1919 (the original was framed and hung in the museum of Israel Shiloni in Nahariya, removed from the frame in February 2014);"	Print	Hebrew|German	1919				print		original	Festive Menu for Birthday Celebration by Loser, 1919	Ephemera	מכתב|Letter										
IL-MTFN-001-G-F-0008-002-R0002	IL-MTFN-001-G-F-0008-002	תצלומים מ-1914-1916 של הגדוד של לוזר;	Fotografien von 1914-1916 des Luzer Bataillons;	Photographs from 1914-1916 of the Luzer Battalion;	Visual Element	Unspecified	1914				photography		original	Photographs of the Luzer Battalion (1914-1916)	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0008-002-R0003	IL-MTFN-001-G-F-0008-002	"חיתוכי עץ שנעשו ע""י שבויים במחנה ברסלונט Barcelonnette, צרפת;"	Holzschnitte, die von Gefangenen im Lager Barcelonnette, Frankreich, gemacht wurden.	Woodcuts made by prisoners in the Barcelonnette camp, France.	Unknown	Unspecified					other		original	Woodcuts by Prisoners in Barcelonnette Camp	Image	לא מזוהה|Unrecognized										
IL-MTFN-001-G-F-0008-002-R0004	IL-MTFN-001-G-F-0008-002	דפי עיתונות צרפתית וגרמנית מ-1915;	Französische und deutsche Zeitungsseiten von 1915;	French and German newspaper pages from 1915;	Print	German|Other	1915	1915			print		original	French and German Newspaper Pages from 1915	Ephemera	גזיר עיתון|News Clipping										
IL-MTFN-001-G-F-0008-002-R0005	IL-MTFN-001-G-F-0008-002	"מפות, מיפוי ידני של איזורים צבאיים/קרביים, מהגזרה הצרפתית במלח""ע הראשונה, פקודות צבאיות ודוחות על קרבות."	Karten, manuelle Kartierung von militärischen/kämpferischen Gebieten, aus dem französischen Sektor im Ersten Weltkrieg, militärische Befehle und Berichte über Schlachten.	Maps, manual mapping of military/combat areas, from the French sector in World War I, military orders and battle reports.	Unknown	Hebrew|Other					handwriting		original	Manual Mapping and Military Reports from WWI French Sector	Report	Map|Report										
IL-MTFN-001-G-F-0008-002-R0006	IL-MTFN-001-G-F-0008-002	"חוברת כתובה בכתב יד בגרמנית ומאוירת בתחריטים אומנותיים של שבויי המחנה. שם החוברת ""תיאטרון חדש"" - ""Neues Theater "". שבויי המחנה הקימו קבוצת תיאטרון;"	"Ein Heft, handgeschrieben in Deutsch und illustriert mit künstlerischen Stichen von Lagergefangenen. Der Name des Heftes ist ""Neues Theater"". Die Lagergefangenen gründeten eine Theatergruppe."	"A booklet handwritten in German and illustrated with artistic engravings by camp prisoners. The name of the booklet is ""New Theater"". The camp prisoners formed a theater group."	Handwritten	German|גרמנית					handwriting		original	Neues Theater Booklet	Creative Nonfiction	חוברת|Booklet										
IL-MTFN-001-G-F-0008-002-R0007	IL-MTFN-001-G-F-0008-002	עלון שירים מאוייר בגרמנית לחג המולד, נערך במחנה המעצר ברסנולטה Bercalonnette, צרפת, 1916-1920. בעלון שני שירים פטריוטיים שכתבה גרטרוד לוזר ב-1914-15 על החיילים האמיצים שנלחמים למען המולדת;	Ein illustriertes Liederblatt auf Deutsch für Weihnachten, erstellt im Internierungslager Bercalonnette, Frankreich, 1916-1920. Das Blatt enthält zwei patriotische Lieder, die Gertrud Loser 1914-15 über die tapferen Soldaten schrieb, die für das Vaterland kämpfen.	An illustrated song leaflet in German for Christmas, edited in the Bercalonnette detention camp, France, 1916-1920. The leaflet contains two patriotic songs written by Gertrud Loser in 1914-15 about the brave soldiers fighting for the homeland.	Print	German	1914-1915	1916-1920			print	Gertrud Loser	original	Illustrated German Christmas Song Leaflet from Bercalonnette Camp	Creative Nonfiction	חוברת|Booklet										
IL-MTFN-001-G-F-0008-002-R0008	IL-MTFN-001-G-F-0008-002	מכתבים שנשלחו ללוזר 1915-1917 לשדה הקרב מאמו, כלתו, אדית גולדשמידט ועוד;	Briefe, die an Luzer 1915-1917 an das Schlachtfeld von seiner Mutter, seiner Schwiegertochter, Edith Goldschmidt und anderen geschickt wurden;	Letters sent to Luzer 1915-1917 to the battlefield from his mother, daughter-in-law, Edith Goldschmidt, and others;	Unknown	Hebrew	1915			yes	handwriting	Luzer	original	Letters to Luzer 1915-1917	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0008-002-R0009	IL-MTFN-001-G-F-0008-002	צילום מכתב שלוזר כתב לאישתו אדית ממחנה דכאו ב-22.11.1938, אחרי ליל הבדולח.	Fotografie eines Briefes, den Lozer am 22.11.1938 nach der Kristallnacht aus dem Lager Dachau an seine Frau Edith schrieb.	Photograph of a letter Lozer wrote to his wife Edith from Dachau camp on 22.11.1938, after Kristallnacht.	Unknown	Hebrew|עברית	1938-11-22				photography	Lozer	copy	Letter from Lozer to Edith from Dachau, 1938	EgoDocument	מכתב|Letter										
