item_id	parent	signals	title	english_translation	german_translation	item_description	language	creation_date	format	document_type	main_subject	item_class	max_year
IL-MTFN-001-G-F-0030-032-R0016	IL-MTFN-001-G-F-0030-032	memoir	Memories of Andreas and Justus Mayer's Businesses	23.03.1992, 2 pages, Justus writes the memories about the businesses of Andreas and Justus Mayer (Andreas und Justus), German, printed.	23.03.1992, 2 Seiten, Justus schreibt die Erinnerungen an die Geschäfte von Andreas und Justus Mayer (Andreas und Justus), Deutsch, gedruckt.	23.03.1992, 2 דפים, יוסטוס כותב את הזכרונות על העסקים של אנדריאס ויוסטוס מאייר (Andreas und Justus ), גרמנית, מודפס.	German	1992-03-23	Print	מכתב|Letter	Andreas und Justus Mayer	EgoDocument	1992
IL-MTFN-001-G-F-0030-032-R0018	IL-MTFN-001-G-F-0030-032	correspondence	Correspondence with Dr. Klaus Kreppel regarding Nahariya book	2010;2011, correspondence with Dr. Klaus Kreppel, newspaper clippings, donor lists, related to the book about Nahariya, the German colony 1935-1941.	2010;2011, Korrespondenz mit Dr. Klaus Kreppel, Zeitungsausschnitte, Spenderlisten, im Zusammenhang mit dem Buch über Nahariya, die deutsche Kolonie 1935-1941.	2010;2011, התכתבות, עם קלאוס קרפל Dr. Klaus Kreppel, קטעי עיתון, רשימות של תורמים, בקשר לספר של נהריה מושבת היקים 1935-1941.	Hebrew|German	2010	Unknown	מכתב|Letter|גזיר עיתון|News Clipping|רשימה|List	Dr. Klaus Kreppel	Communication Document	2011
IL-MTFN-001-G-F-0030-034-R0003	IL-MTFN-001-G-F-0030-034	correspondence	Correspondence with Nurit Carmel regarding the film Hanariada	2001-2003, Correspondence with Nurit Carmel, regarding the film Hanariada, English, Hebrew;	2001-2003, Korrespondenz mit Nurit Carmel, in Bezug auf den Film Hanariada, Englisch, Hebräisch;	2001-2003, התכתבות עם נורית כרמל Nurit Carmel, בקשר לסרט הנהריאדה, אנגלית, עברית;	Hebrew|English	2001	Unknown	מכתב|Letter	Nurit Carmel	Communication Document	2003
IL-MTFN-001-G-F-0030-034-R0004	IL-MTFN-001-G-F-0030-034	correspondence	Correspondence with Film Archives about Nahariya Film	2000, correspondence with film archives around the world and in the country, looking for a film about Nahariya by Sascha Alexander, produced about the agricultural settlement of Nahariya.	2000, Korrespondenz mit Filmarchiven weltweit und im Land, auf der Suche nach einem Film über Nahariya von Sascha Alexander, der über die landwirtschaftliche Siedlung Nahariya produziert wurde.	2000, התכתבות עם ארכיונים לסרטים בכל העולם ובארץ, מחפשים סרט על נהריה של סשה אלכסנדר Sascha Alexander, שהופק על הישוב החקלאי נהריה;	Hebrew|Other	2000	Unknown	Letter	Sascha Alexander	Communication Document	2000
IL-MTFN-001-G-F-0030-034-R0005	IL-MTFN-001-G-F-0030-034	correspondence	Correspondence with Herr Dieckhoff and Lutz Jaffe	1999-2000, Hamburg, correspondence with Herr Dieckhoff and Lutz Jaffe regarding a film by Sascha Alexander, German;	1999-2000, Hamburg, Korrespondenz mit Herr Dieckhoff und Lutz Jaffe bezüglich eines Films von Sascha Alexander, Deutsch;	1999-2000, המבורג Hamburg, התכתבות עם Herr Dieckhoff ו Lutz Jaffe בקשר לסרט של Sascha Alexander, גרמנית;	German	1999-2000	Unknown	מכתב|Letter		Communication Document	2000
IL-MTFN-001-G-F-0030-034-R0007	IL-MTFN-001-G-F-0030-034	visit	Documents and Newspaper Clippings of Andreas and Esther Meyer's Trip to Bielefeld	2000, Documents and newspaper clippings about the trip of Andreas and Esther Meyer related to their journey to the city of Bielefeld, German;	2000, Dokumente und Zeitungsausschnitte über die Reise von Andreas und Esther Meyer im Zusammenhang mit ihrer Reise nach Bielefeld, Deutsch;	2000, מסמכים וקטעי עיתון של הנסיעה של אנדריאס ואסתר מאייר הקשורים לנסתם לעיר בילפלד, גרמנית;	German|Hebrew	2000	Unknown	News Clipping|Translated Document	Andreas and Esther Meyer	Communication Document	2000
IL-MTFN-001-G-F-0030-034-R0008	IL-MTFN-001-G-F-0030-034	correspondence	Correspondence between Andreas Meyer and Dr. Klaus Kerpel	1998-2000, correspondence between Andreas Meyer and Dr. Klaus Kerpel regarding the Haneriyada film, German, typewritten;	1998-2000, Korrespondenz zwischen Andreas Meyer und Dr. Klaus Kerpel bezüglich des Films der Haneriyada, Deutsch, getippt;	1998-2000, התכתבות בין אנדריאס מאייר ודר קלאוס קרפל בקשר לסרט של הנהריאדה, גרמנית, מודפס;	German	1998	Typewritten	מכתב|Letter		Communication Document	2000
IL-MTFN-001-G-F-0030-034-R0009	IL-MTFN-001-G-F-0030-034	correspondence	Correspondence between Andreas Meyer and Ruthi Ofek	1999-2000, Correspondence between Andreas Meyer and Ruthi Ofek regarding the film 'The Nahariyada', German, Hebrew;	1999-2000, Korrespondenz zwischen Andreas Meyer und Ruthi Ofek bezüglich des Films 'Die Nahariyada', Deutsch, Hebräisch;	1999-2000, התכתבות בין אנדריאס מאייר ורותי אופק בקשר לסרט הנהריאדה, גרמנית, עברית;	German|Hebrew	1999-2000	Unknown	מכתב|Letter		Communication Document	2000
IL-MTFN-001-G-F-0030-034-R0011	IL-MTFN-001-G-F-0030-034	correspondence	Correspondence with David Witzthum and Andreas Meyer	1998-2001, correspondence with David Witzthum and Andreas Meyer, David Witzthum produced the film The Nahariya, German;	1998-2001, Korrespondenz mit David Witzthum und Andreas Meyer, David Witzthum produzierte den Film Die Nahariya, Deutsch;	1998-2001, התכתבות עם דוד ויצטום David Witzthum ואנדריאס מאייר Andreas Meyer, דוד ויצטום הפיק הסרט הנהריאדה, גרמנית;	German|Hebrew	1998	Unknown	מכתב|Letter	David Witzthum	Communication Document	2001
IL-MTFN-001-G-F-0030-034-R0012	IL-MTFN-001-G-F-0030-034	correspondence	Correspondence with Carsten Hueck about Nahariyada Film	1998, correspondence with Carsten Hueck, regarding the film Nahariyada, German	1998, Korrespondenz mit Carsten Hueck, bezüglich des Films Nahariyada, Deutsch	1998, התכתבות עם Carsten Hueck, בקשר לסרט נהריאדה, גרמנית	German	1998	Unknown	מכתב|Letter	Carsten Hueck	Communication Document	1998
IL-MTFN-001-G-F-0030-036-R0001	IL-MTFN-001-G-F-0030-036	correspondence	Correspondence between Andreas Meyer and Klaus Karpel	2005, correspondence between Andreas Meyer and Klaus Karpel regarding the book 'Nahariya' and also regarding personal matters;	2005, Korrespondenz zwischen Andreas Meyer und Klaus Karpel bezüglich des Buches 'Nahariya' und auch in Bezug auf persönliche Angelegenheiten;	2005, התכתבות בין אנדריאס מאייר לבין קלאוס קרפל בקשר לספר 'נהריה' וגם בקשר לדברים אישים;	Hebrew|German	2005	Unknown	מכתב|Letter		Communication Document	2005
IL-MTFN-001-G-F-0030-036-R0002	IL-MTFN-001-G-F-0030-036	correspondence	Correspondence between Andreas Meyer and Klaus Kerpel	1997-2003 Correspondence between Andreas Meyer and Klaus Kerpel, including a biography of Fritz Wolf, information about the settlement in Nahariya, correspondence regarding the book Nahariya, the German Colony, and also personal correspondence	1997-2003 Korrespondenz zwischen Andreas Meyer und Klaus Kerpel, unter anderem Biografie über Fritz Wolf, Informationen über die Siedlung in Nahariya, Korrespondenz bezüglich des Buches Nahariya, die deutsche Kolonie, sowie persönliche Korrespondenz	1997-2003 התכתבות בין אנדריאס מאייר לקלאוס קרפל, בין היתר ביוגרפיה על פריץ וולף, מידע על ההתיישבות בנהריה, התכתבות בקשר לספר נהריה מושבת היקים וגם התכתבות אישית	German|Hebrew	1997	Unknown	מכתב|Letter	Andreas Meyer|Klaus Kerpel	Communication Document	2003
IL-MTFN-001-G-F-0030-038-R0003	IL-MTFN-001-G-F-0030-038	correspondence	Correspondence with Paula Knepper and Joachim Merz, 1972	1972, correspondence with Paula Knepper and Joachim Merz regarding Elisabeth Föckeler who hid Paula Knepper during World War II. German, printed;	1972, Korrespondenz mit Paula Knepper und Joachim Merz in Bezug auf Elisabeth Föckeler, die Paula Knepper während des Zweiten Weltkriegs versteckte. Deutsch, gedruckt;	1972, התכתבות עם Paula Knepper ו Joachim Merz בקשר לבקשר ל Elisabeth Föckeler שהסתירה את גב קנפר בזמן מלחמת עולם II. גרמנית, מודפס;	German	1972	Typewritten	מכתב|Letter		Communication Document	1972
IL-MTFN-001-G-F-0030-038-R0004	IL-MTFN-001-G-F-0030-038	correspondence	מכרז ותכתובת עם יוסטוס מאיאר	"1974, Tender of the town of Nahariya for ""Employee in the Tourism Department"" and correspondence with Justus Meier on the matter, printed in Hebrew;"	"1974, Ausschreibung der Stadt Nahariya für ""Mitarbeiter in der Tourismusabteilung"" und Korrespondenz mit Justus Meier darüber, auf Hebräisch gedruckt;"	"1974, מכרז של עיירת נהריה על ""עובד במחלקת תיירות"" והתכתבות עם יוסטוס מאיאר בעניין, עברית מודפס;"	Hebrew	1974	Typewritten	מכתב|Letter	יוסטוס מאיאר	Communication Document	1974
IL-MTFN-001-G-F-0030-039-R0005	IL-MTFN-001-G-F-0030-039	correspondence	Correspondence between Andreas Mayer and Eva Warburg Unger	1994, correspondence between Andreas Mayer and Eva Warburg Unger related to the family tree;	1994, Korrespondenz zwischen Andreas Mayer und Eva Warburg Unger in Bezug auf den Stammbaum;	1994, התכתבות בין אנדריאס מאייר לבין אווה ורבורג אונגר Eva Warburg Unger קשר לאילן היוחסין;	Hebrew|German	1994	Unknown	מכתב|Letter		Communication Document	1994
IL-MTFN-001-G-F-0030-039-R0017	IL-MTFN-001-G-F-0030-039	correspondence	Correspondence with Gita Shmueli regarding Michael family tree	2003, Correspondence with Gita Shmueli from the Weizmann Institute regarding the family tree of the Michael family, English;	2003, Korrespondenz mit Gita Shmueli vom Weizmann-Institut bezüglich des Stammbaums der Familie Michael, Englisch;	2003, התכתבות עם גיתה שמועלי Gita Shmueli ממכון ויצמן בקשר לאילן יוחסין של משפחת מיכאל, אנגלית;	English	2003	Unknown	מכתב|Letter	Gita Shmueli	Communication Document	2003
IL-MTFN-001-G-F-0030-041-R0005	IL-MTFN-001-G-F-0030-041	correspondence	Correspondence with Peter Jaffee about Family Tree	1998, correspondence with Peter Jaffee regarding a family tree	1998, Korrespondenz mit Peter Jaffee bezüglich eines Stammbaums	1998, התכתבות עם פיטר יפה Peter Jaffee בקשר לאילן יוחסין	Hebrew|German	1998	Unknown	מכתב|Letter	Peter Jaffee	Communication Document	1998
IL-MTFN-001-G-F-0030-041-R0006	IL-MTFN-001-G-F-0030-041	correspondence	Correspondence with Lili Bernhard regarding family tree and booklet	1998, correspondence with Lili Bernhard regarding a family tree and a booklet, among other things a booklet written by Lili Bernhard; with the title: Erinnerung verpflichtet.	1998, Korrespondenz mit Lili Bernhard in Bezug auf einen Stammbaum und ein Heft, unter anderem ein Heft, das Lili Bernhard geschrieben hat; mit dem Titel: Erinnerung verpflichtet.	1998, התכתבות עם לילי ברנהרד בקשר לאילן יוחסין וחוברת, בין היתר חוברת שכתבה לילי ברנהרד;איתי Lili Bernhard;Ithai עם הכותרת: Erinnerung verpflichtet.	Hebrew|German	1998	Unknown	מכתב|Letter|חוברת|Booklet	Lili Bernhard	Communication Document	1998
IL-MTFN-001-G-F-0030-042-R0002	IL-MTFN-001-G-F-0030-042	memoir	Memories of Wolfgang Meyer	1971, 66 pages of memories by Wolfgang Meyer, Michael, printed, German;	1971, 66 Seiten Erinnerungen von Wolfgang Meyer, Michael, gedruckt, Deutsch;	1971, 66 דפים זיכרונות של ולפגנג מאייר, מיכאל Wolfgang Meyer,Michael, מודפס, גרמנית;	German	1971	Typewritten	רשימות|Personal Notes	Wolfgang Meyer	EgoDocument	1971
IL-MTFN-001-G-F-0030-042-R0003	IL-MTFN-001-G-F-0030-042	memoir	Memories by Wolfgang Meyer	Memories of 227 pages, Wolfgang Meyer, Michael, German printed	Erinnerungen von 227 Seiten, Wolfgang Meyer, Michael, Deutsch gedruckt	12.1971, זיכרונות של 227 דפים, ולפגנג מאייר, מיכאל Wolfgang Meyer, Michael, גרמנית מודפס	German	1971-12	Print	ספר|Book	Wolfgang Meyer	EgoDocument	1971
IL-MTFN-001-G-F-0030-044-R0001	IL-MTFN-001-G-F-0030-044	memoir	Memories of Justus Meyer - Lecture at the Alumni Meeting	Memories of Justus Meyer with the title, Lecture at the Meeting of the Alumni of the Ratsgymnasium in Bielefeld on October 23, 1982 From Rheda to Palestine; from Israel back to Bielefeld, the booklet contains 25 pages with pictures, printed, German.	Erinnerungen von Justus Meyer mit dem Titel, Vortrag beim Treffen der Ehemaligen des Ratsgymnasiums zu Bielefeld am 23. Oktober 1982 Von Rheda nach Palästina; von Israel zurück nach Bielefeld, die Broschüre enthält 25 Seiten mit Bildern, gedruckt, Deutsch.	זיכרונות של יוסטוס מאייר Justus Meyer עם הכותרת, Vortrag beim Treffen der Ehemaligen des Ratsgymnasiums zu Bielefeld am 23,Oktober 1982 Von Rheda nach Palästina; von Israel zurück nach Bielefeld, החוברת מכילה 25 דפים עם תמונות, מודפס, גרמנית.	German	1982-10-23	Print	חוברת|Booklet	Justus Meyer	EgoDocument	1982
IL-MTFN-001-G-F-0030-044-R0002	IL-MTFN-001-G-F-0030-044	visit	Notebook and Correspondence on Germany Trip	Notebook about a trip to Germany, probably by Edith; 1937, letter + copies of letters on correspondence about a bicycle trip by Andreas + birthday letter from Otto Mayer in Haifa to his son Andreas in Germany, German, printed.	Notizbuch über eine Reise in Deutschland, wahrscheinlich von Edith; 1937, Brief + Kopien von Briefen über eine Korrespondenz über eine Fahrradtour von Andreas + Geburtstagsbrief von Otto Mayer in Haifa an seinen Sohn Andreas in Deutschland, Deutsch, gedruckt.	מחברת על טיול בגרמניה, כנראה של Edith אדית; 1937, מכתב + העתק מכתבים על התכתבות בנושא טיול אופניים של אנדריאס + מכתב יום הולדת מאוטו מאייר בחיפה אל בנו אנדריאס בגרמיה, גרמנית, מודפס.	German|עברית	1937	Typewritten	מכתב|Letter|רשימות|Personal Notes	Andreas	EgoDocument	1937
IL-MTFN-001-G-F-0030-047-R0001	IL-MTFN-001-G-F-0030-047	correspondence	Correspondence between Andreas Meyer and Joachim Schlör	2000-2006, correspondence between Andreas Meyer and Joachim Schlör, regarding Alexander Meyer and the book Aus guter alter Zeit; nan	2000-2006, Korrespondenz zwischen Andreas Meyer und Joachim Schlör, in Bezug auf Alexander Meyer und das Buch Aus guter alter Zeit; nan	2000-2006, התכתבות בין אנדריאס מאייר ויואכים שלור Joachim Schlör, בקשר לאלכסנדר מאייר Alexander Meyer ולספר Aus guter alter Zeit; nan	German|Hebrew	2000	Unknown	מכתב|Letter	Andreas Meyer	Communication Document	2006
